reservation_id,venue_id,reservation_date,time_slot,guest_id,guest_tier,party_size,occasion,special_requests,status
R-20260508-00579,V-012,2026-05-08,Dinner,G-103960,Gold,5,Birthday,Quiet table,Confirmed
R-20260516-00580,V-012,2026-05-16,Lunch,G-102582,Platinum,5,,Birthday cake,Confirmed
R-20260508-00581,V-012,2026-05-08,Breakfast,G-102055,Gold,4,,,Waitlist
R-20260514-00582,V-012,2026-05-14,Dinner,G-103990,Platinum,5,,Birthday cake,Deposit paid
R-20260520-00583,V-012,2026-05-20,Lunch,G-101767,Diamond,5,Birthday,Birthday cake,Confirmed
R-20260501-00584,V-012,2026-05-01,Dinner,G-104182,Gold,6,,Quiet table,Confirmed
R-20260520-00585,V-012,2026-05-20,Breakfast,G-104574,Standard,2,,Allergy: shellfish,Confirmed
R-20260511-00586,V-012,2026-05-11,Breakfast,G-101764,Gold,7,,Quiet table,Deposit paid
R-20260511-00587,V-012,2026-05-11,Breakfast,G-104498,Standard,11,,,Deposit paid
R-20260508-00588,V-012,2026-05-08,Dinner,G-104339,Gold,8,,Wine pairing,Confirmed
R-20260521-00589,V-012,2026-05-21,Lunch,G-102766,Standard,4,,,Waitlist
R-20260502-00590,V-012,2026-05-02,Dinner,G-102279,Standard,7,,Quiet table,Confirmed
R-20260508-00591,V-012,2026-05-08,Dinner,G-104956,Standard,11,,Birthday cake,Deposit paid
R-20260502-00592,V-012,2026-05-02,Dinner,G-102608,Standard,6,,,Waitlist
R-20260512-00593,V-012,2026-05-12,Lunch,G-101812,Standard,2,,,Confirmed
R-20260505-00594,V-012,2026-05-05,Breakfast,G-104375,Standard,2,,Quiet table,Confirmed
R-20260529-00595,V-012,2026-05-29,Dinner,G-100943,Standard,3,,,Confirmed
R-20260518-00596,V-012,2026-05-18,Dinner,G-100808,Platinum,7,,Quiet table,Confirmed
R-20260518-00597,V-012,2026-05-18,Breakfast,G-104057,Standard,4,,,Confirmed
R-20260519-00598,V-012,2026-05-19,Breakfast,G-104884,Standard,8,,Quiet table,Confirmed
R-20260513-00599,V-012,2026-05-13,Breakfast,G-104779,Standard,2,,,Deposit paid
R-20260517-00600,V-012,2026-05-17,Lunch,G-100480,Gold,6,,,Confirmed
R-20260514-00601,V-012,2026-05-14,Lunch,G-103280,Standard,4,,Quiet table,Deposit paid
R-20260504-00602,V-012,2026-05-04,Breakfast,G-103428,Standard,5,,Window seat,Confirmed
R-20260507-00603,V-012,2026-05-07,Dinner,G-103370,Standard,4,,Quiet table,Confirmed
R-20260518-00604,V-012,2026-05-18,Lunch,G-103074,Standard,9,,,Confirmed
R-20260519-00605,V-012,2026-05-19,Lunch,G-100576,Standard,4,,Birthday cake,Confirmed
R-20260501-00606,V-012,2026-05-01,Breakfast,G-101233,Platinum,2,,Wine pairing,Confirmed
R-20260518-00607,V-012,2026-05-18,Breakfast,G-104899,Standard,8,,Window seat,Deposit paid
R-20260522-00608,V-012,2026-05-22,Dinner,G-100709,Platinum,5,,,Confirmed
R-20260503-00609,V-012,2026-05-03,Dinner,G-102928,Standard,7,,Wine pairing,Confirmed
R-20260520-00610,V-012,2026-05-20,Breakfast,G-102780,Gold,5,,,Confirmed
R-20260518-00611,V-012,2026-05-18,Lunch,G-104501,Diamond,4,,Allergy: shellfish,Confirmed
R-20260523-00612,V-012,2026-05-23,Lunch,G-102201,Platinum,7,,Window seat,Waitlist
R-20260520-00613,V-012,2026-05-20,Lunch,G-102294,Standard,3,,Window seat,Waitlist
R-20260516-00614,V-012,2026-05-16,Breakfast,G-104209,Standard,8,,Quiet table,Confirmed
R-20260509-00615,V-012,2026-05-09,Lunch,G-104720,Standard,5,,,Confirmed
R-20260518-00616,V-012,2026-05-18,Lunch,G-103958,Gold,8,,,Confirmed
R-20260529-00617,V-012,2026-05-29,Lunch,G-100913,Standard,3,,,Confirmed
R-20260530-00618,V-013,2026-05-30,Breakfast,G-103458,Standard,7,,Birthday cake,Waitlist
R-20260529-00619,V-013,2026-05-29,Dinner,G-104795,Standard,6,,,Confirmed
R-20260524-00620,V-013,2026-05-24,Dinner,G-104186,Platinum,4,,Window seat,Confirmed
R-20260522-00621,V-013,2026-05-22,Breakfast,G-104394,Standard,6,,Quiet table,Confirmed
R-20260517-00622,V-013,2026-05-17,Breakfast,G-102882,Platinum,4,Anniversary,,Confirmed
R-20260523-00623,V-013,2026-05-23,Lunch,G-102316,Standard,9,,Birthday cake,Confirmed
R-20260514-00624,V-013,2026-05-14,Lunch,G-102903,Platinum,5,,Wine pairing,Confirmed
R-20260530-00625,V-013,2026-05-30,Lunch,G-102349,Diamond,4,,,Confirmed
R-20260506-00626,V-013,2026-05-06,Breakfast,G-101559,Gold,6,,Quiet table,Confirmed
R-20260514-00627,V-013,2026-05-14,Dinner,G-100941,Standard,6,,Wine pairing,Confirmed
R-20260511-00628,V-013,2026-05-11,Breakfast,G-104086,Diamond,10,,Quiet table,Waitlist
R-20260513-00629,V-013,2026-05-13,Lunch,G-103942,Standard,3,,Window seat,Confirmed
R-20260509-00630,V-013,2026-05-09,Dinner,G-104265,Gold,4,,Quiet table,Deposit paid
R-20260509-00631,V-013,2026-05-09,Dinner,G-100151,Gold,2,,Birthday cake,Confirmed
R-20260516-00632,V-013,2026-05-16,Breakfast,G-100257,Gold,2,Anniversary,,Confirmed
R-20260529-00633,V-013,2026-05-29,Breakfast,G-102427,Standard,4,,,Confirmed
R-20260508-00634,V-013,2026-05-08,Breakfast,G-104671,Gold,6,,Birthday cake,Confirmed
R-20260515-00635,V-013,2026-05-15,Breakfast,G-100612,Platinum,3,,,Confirmed
R-20260507-00636,V-013,2026-05-07,Lunch,G-104982,Gold,3,,Birthday cake,Deposit paid
R-20260528-00637,V-013,2026-05-28,Breakfast,G-100797,Standard,4,,Allergy: shellfish,Confirmed
R-20260502-00638,V-013,2026-05-02,Lunch,G-104397,Standard,9,,,Deposit paid
R-20260524-00639,V-013,2026-05-24,Dinner,G-104140,Standard,5,,Window seat,Confirmed
R-20260506-00640,V-013,2026-05-06,Lunch,G-101448,Standard,5,,Allergy: shellfish,Confirmed
R-20260509-00641,V-013,2026-05-09,Dinner,G-101908,Gold,7,,Allergy: shellfish,Confirmed
R-20260516-00642,V-013,2026-05-16,Breakfast,G-100412,Gold,6,,Wine pairing,Deposit paid
R-20260502-00643,V-013,2026-05-02,Dinner,G-103665,Standard,3,,Window seat,Confirmed
R-20260521-00644,V-013,2026-05-21,Dinner,G-102368,Platinum,4,,Quiet table,Confirmed
R-20260528-00645,V-013,2026-05-28,Dinner,G-103272,Standard,7,,,Confirmed
R-20260521-00646,V-013,2026-05-21,Lunch,G-102038,Standard,5,,Wine pairing,Confirmed
R-20260528-00647,V-013,2026-05-28,Lunch,G-101010,Standard,3,,,Confirmed
R-20260513-00648,V-013,2026-05-13,Lunch,G-101405,Standard,11,Birthday,Window seat,Deposit paid
R-20260501-00649,V-013,2026-05-01,Breakfast,G-100397,Platinum,3,,Birthday cake,Deposit paid
R-20260529-00650,V-013,2026-05-29,Dinner,G-100729,Gold,4,,,Waitlist
R-20260530-00651,V-013,2026-05-30,Lunch,G-101287,Gold,10,,Wine pairing,Confirmed
R-20260508-00652,V-013,2026-05-08,Dinner,G-103143,Standard,4,,Allergy: shellfish,Deposit paid
R-20260524-00653,V-013,2026-05-24,Lunch,G-102119,Gold,6,,Birthday cake,Confirmed
R-20260507-00654,V-013,2026-05-07,Dinner,G-103663,Standard,6,,,Confirmed
R-20260514-00655,V-013,2026-05-14,Dinner,G-101652,Standard,9,,,Deposit paid
R-20260510-00656,V-013,2026-05-10,Lunch,G-103576,Standard,3,,,Confirmed
R-20260501-00657,V-013,2026-05-01,Breakfast,G-104002,Standard,2,,,Confirmed
R-20260520-00658,V-013,2026-05-20,Lunch,G-101494,Gold,4,,Allergy: shellfish,Deposit paid
R-20260513-00659,V-013,2026-05-13,Dinner,G-104036,Standard,7,,,Waitlist
R-20260527-00660,V-013,2026-05-27,Breakfast,G-101152,Platinum,3,,Allergy: shellfish,Deposit paid
R-20260510-00661,V-013,2026-05-10,Breakfast,G-100522,Standard,6,,Window seat,Deposit paid
R-20260522-00662,V-013,2026-05-22,Breakfast,G-100470,Standard,5,,Window seat,Deposit paid
R-20260502-00663,V-013,2026-05-02,Breakfast,G-102324,Standard,8,,Wine pairing,Confirmed
R-20260507-00664,V-013,2026-05-07,Lunch,G-104616,Standard,8,,,Confirmed
R-20260508-00665,V-013,2026-05-08,Breakfast,G-103779,Standard,3,,Birthday cake,Confirmed
R-20260526-00666,V-013,2026-05-26,Dinner,G-101238,Standard,3,,Wine pairing,Deposit paid
R-20260501-00667,V-013,2026-05-01,Lunch,G-104482,Standard,7,,,Confirmed
R-20260505-00668,V-013,2026-05-05,Lunch,G-104451,Diamond,7,,Window seat,Confirmed
R-20260530-00669,V-013,2026-05-30,Breakfast,G-102327,Gold,7,Birthday,Birthday cake,Confirmed
R-20260503-00670,V-013,2026-05-03,Lunch,G-103934,Diamond,3,,Allergy: shellfish,Confirmed
R-20260512-00671,V-013,2026-05-12,Dinner,G-101764,Gold,6,,,Waitlist
R-20260523-00672,V-013,2026-05-23,Lunch,G-104546,Standard,9,,Birthday cake,Confirmed
R-20260510-00673,V-013,2026-05-10,Lunch,G-102925,Standard,2,Birthday,Allergy: shellfish,Confirmed
R-20260518-00674,V-013,2026-05-18,Breakfast,G-102373,Standard,7,,,Confirmed
R-20260526-00675,V-013,2026-05-26,Lunch,G-102376,Standard,7,,,Confirmed
R-20260509-00676,V-013,2026-05-09,Breakfast,G-101342,Platinum,6,,Quiet table,Confirmed
R-20260529-00677,V-013,2026-05-29,Breakfast,G-101935,Platinum,3,,,Confirmed
R-20260518-00678,V-013,2026-05-18,Lunch,G-102509,Standard,5,,,Confirmed
R-20260501-00679,V-013,2026-05-01,Breakfast,G-104331,Standard,5,,,Confirmed
R-20260502-00680,V-013,2026-05-02,Dinner,G-102078,Platinum,5,,,Confirmed
R-20260519-00681,V-013,2026-05-19,Breakfast,G-104467,Platinum,5,Birthday,Quiet table,Confirmed
R-20260525-00682,V-013,2026-05-25,Lunch,G-103919,Standard,4,,,Waitlist
R-20260510-00683,V-013,2026-05-10,Dinner,G-102737,Platinum,6,,Window seat,Confirmed
R-20260512-00684,V-013,2026-05-12,Dinner,G-100443,Standard,3,,,Confirmed
R-20260518-00685,V-013,2026-05-18,Lunch,G-100299,Platinum,8,,,Confirmed
R-20260531-00686,V-013,2026-05-31,Dinner,G-102716,Standard,2,,,Confirmed
R-20260502-00687,V-013,2026-05-02,Lunch,G-103454,Standard,6,,,Waitlist
R-20260531-00688,V-013,2026-05-31,Lunch,G-100688,Platinum,2,,,Confirmed
R-20260525-00689,V-013,2026-05-25,Lunch,G-101917,Standard,4,,Quiet table,Confirmed
R-20260518-00690,V-014,2026-05-18,Lunch,G-103305,Standard,9,,,Confirmed
R-20260506-00691,V-014,2026-05-06,Dinner,G-101811,Standard,3,,,Confirmed
R-20260529-00692,V-014,2026-05-29,Late night,G-104565,Standard,6,,,Confirmed
R-20260520-00693,V-014,2026-05-20,Dinner,G-101966,Standard,6,,Quiet table,Confirmed
R-20260505-00694,V-014,2026-05-05,Lunch,G-102880,Standard,7,,Quiet table,Confirmed
R-20260515-00695,V-014,2026-05-15,Late night,G-101957,Gold,8,,Window seat,Confirmed
R-20260525-00696,V-014,2026-05-25,Lunch,G-102167,Standard,5,,Allergy: shellfish,Confirmed
R-20260505-00697,V-014,2026-05-05,Lunch,G-104026,Gold,5,Birthday,,Deposit paid
R-20260530-00698,V-014,2026-05-30,Lunch,G-102749,Standard,2,,,Confirmed
R-20260530-00699,V-014,2026-05-30,Late night,G-100903,Platinum,6,,Birthday cake,Confirmed
R-20260509-00700,V-014,2026-05-09,Late night,G-104897,Diamond,7,,,Waitlist
R-20260514-00701,V-014,2026-05-14,Dinner,G-101661,Standard,5,,Allergy: shellfish,Confirmed
R-20260521-00702,V-014,2026-05-21,Late night,G-100400,Gold,6,,,Confirmed
R-20260503-00703,V-014,2026-05-03,Lunch,G-101522,Gold,9,,Wine pairing,Confirmed
R-20260507-00704,V-014,2026-05-07,Dinner,G-102345,Platinum,4,,,Confirmed
R-20260505-00705,V-014,2026-05-05,Late night,G-100945,Platinum,2,,,Confirmed
R-20260505-00706,V-014,2026-05-05,Dinner,G-103179,Standard,11,,Quiet table,Confirmed
R-20260512-00707,V-014,2026-05-12,Lunch,G-101187,Standard,5,,Window seat,Deposit paid
R-20260517-00708,V-014,2026-05-17,Late night,G-101742,Standard,3,,,Waitlist
R-20260522-00709,V-014,2026-05-22,Lunch,G-104445,Standard,5,,Allergy: shellfish,Waitlist
R-20260506-00710,V-014,2026-05-06,Late night,G-102138,Gold,7,,,Confirmed
R-20260529-00711,V-014,2026-05-29,Late night,G-104187,Standard,4,,,Confirmed
R-20260520-00712,V-014,2026-05-20,Late night,G-100709,Platinum,5,,,Waitlist
R-20260527-00713,V-014,2026-05-27,Late night,G-100854,Standard,2,,Window seat,Confirmed
R-20260506-00714,V-014,2026-05-06,Dinner,G-101152,Platinum,8,,Birthday cake,Deposit paid
R-20260529-00715,V-014,2026-05-29,Lunch,G-103740,Standard,8,,,Deposit paid
R-20260519-00716,V-014,2026-05-19,Dinner,G-103378,Standard,8,,Allergy: shellfish,Confirmed
R-20260525-00717,V-014,2026-05-25,Dinner,G-104432,Gold,10,,Birthday cake,Confirmed
R-20260503-00718,V-014,2026-05-03,Lunch,G-100222,Diamond,5,,Birthday cake,Confirmed
R-20260531-00719,V-014,2026-05-31,Late night,G-103059,Standard,4,,,Confirmed
R-20260531-00720,V-014,2026-05-31,Late night,G-104892,Standard,6,,Birthday cake,Waitlist
R-20260522-00721,V-014,2026-05-22,Dinner,G-101872,Standard,6,,Window seat,Waitlist
R-20260513-00722,V-014,2026-05-13,Lunch,G-100863,Diamond,11,Birthday,Allergy: shellfish,Confirmed
R-20260504-00723,V-014,2026-05-04,Lunch,G-102508,Standard,11,,Birthday cake,Deposit paid
R-20260520-00724,V-014,2026-05-20,Lunch,G-101515,Standard,7,,Quiet table,Confirmed
R-20260513-00725,V-014,2026-05-13,Lunch,G-102976,Platinum,3,,,Confirmed
R-20260515-00726,V-014,2026-05-15,Late night,G-102819,Platinum,4,,Birthday cake,Confirmed
R-20260512-00727,V-014,2026-05-12,Dinner,G-104216,Standard,5,,,Confirmed
R-20260527-00728,V-014,2026-05-27,Dinner,G-104427,Gold,7,,,Confirmed
R-20260513-00729,V-014,2026-05-13,Late night,G-104299,Gold,4,,Quiet table,Confirmed
R-20260524-00730,V-014,2026-05-24,Dinner,G-101716,Standard,10,,Allergy: shellfish,Confirmed
R-20260508-00731,V-014,2026-05-08,Late night,G-103136,Platinum,2,,Window seat,Confirmed
R-20260512-00732,V-014,2026-05-12,Late night,G-103891,Standard,4,,,Confirmed
R-20260507-00733,V-014,2026-05-07,Late night,G-104376,Standard,5,,Window seat,Confirmed
R-20260525-00734,V-014,2026-05-25,Late night,G-100926,Platinum,9,,Window seat,Confirmed
R-20260512-00735,V-014,2026-05-12,Dinner,G-103924,Standard,7,,Quiet table,Confirmed
R-20260506-00736,V-014,2026-05-06,Lunch,G-101779,Standard,3,,Wine pairing,Waitlist
R-20260529-00737,V-014,2026-05-29,Dinner,G-104825,Gold,3,,Wine pairing,Confirmed
R-20260511-00738,V-014,2026-05-11,Dinner,G-104967,Platinum,8,,Birthday cake,Confirmed
R-20260503-00739,V-014,2026-05-03,Dinner,G-101910,Standard,4,,Birthday cake,Confirmed
R-20260528-00740,V-014,2026-05-28,Late night,G-101482,Standard,7,,,Deposit paid
R-20260509-00741,V-014,2026-05-09,Late night,G-100336,Platinum,10,,,Confirmed
R-20260510-00742,V-014,2026-05-10,Lunch,G-102466,Platinum,6,,Allergy: shellfish,Deposit paid
R-20260525-00743,V-014,2026-05-25,Late night,G-103646,Standard,9,,Allergy: shellfish,Confirmed
R-20260531-00744,V-014,2026-05-31,Lunch,G-101902,Gold,5,,Birthday cake,Deposit paid
R-20260529-00745,V-014,2026-05-29,Dinner,G-104765,Standard,2,,,Confirmed
R-20260512-00746,V-014,2026-05-12,Late night,G-102446,Standard,5,,Allergy: shellfish,Confirmed
R-20260506-00747,V-014,2026-05-06,Late night,G-100057,Standard,4,,Allergy: shellfish,Confirmed
R-20260513-00748,V-014,2026-05-13,Late night,G-102265,Standard,7,,Window seat,Waitlist
R-20260501-00749,V-014,2026-05-01,Lunch,G-100591,Gold,8,,,Deposit paid
R-20260509-00750,V-014,2026-05-09,Late night,G-104149,Platinum,6,,,Confirmed
R-20260522-00751,V-014,2026-05-22,Dinner,G-103904,Diamond,4,Birthday,,Confirmed
R-20260513-00752,V-014,2026-05-13,Dinner,G-104638,Platinum,5,,Window seat,Confirmed
R-20260503-00753,V-014,2026-05-03,Late night,G-101698,Standard,4,,,Confirmed
R-20260503-00754,V-014,2026-05-03,Lunch,G-101250,Standard,4,,Allergy: shellfish,Confirmed
R-20260525-00755,V-014,2026-05-25,Lunch,G-100502,Gold,5,Anniversary,Birthday cake,Confirmed
R-20260506-00756,V-014,2026-05-06,Late night,G-101915,Diamond,3,,Birthday cake,Deposit paid
R-20260511-00757,V-014,2026-05-11,Dinner,G-104326,Standard,3,,,Deposit paid
R-20260517-00758,V-014,2026-05-17,Late night,G-102579,Standard,7,,,Confirmed
R-20260523-00759,V-014,2026-05-23,Late night,G-103397,Gold,5,,Wine pairing,Deposit paid
R-20260527-00760,V-014,2026-05-27,Lunch,G-101757,Standard,2,,Window seat,Deposit paid
R-20260505-00761,V-015,2026-05-05,Dinner,G-104058,Standard,8,,,Waitlist
R-20260517-00762,V-015,2026-05-17,Lunch,G-104153,Standard,6,,Birthday cake,Confirmed
R-20260522-00763,V-015,2026-05-22,Dinner,G-104468,Standard,5,,Quiet table,Confirmed
R-20260511-00764,V-015,2026-05-11,Lunch,G-104221,Standard,3,,Wine pairing,Confirmed
R-20260520-00765,V-015,2026-05-20,Dinner,G-104559,Standard,3,,,Confirmed
R-20260528-00766,V-015,2026-05-28,Late night,G-104982,Gold,8,,,Confirmed
R-20260511-00767,V-015,2026-05-11,Late night,G-100303,Diamond,10,,Window seat,Confirmed
R-20260525-00768,V-015,2026-05-25,Lunch,G-104094,Diamond,5,,Quiet table,Deposit paid
R-20260516-00769,V-015,2026-05-16,Dinner,G-101958,Gold,4,,,Deposit paid
R-20260517-00770,V-015,2026-05-17,Dinner,G-104998,Standard,2,,,Deposit paid
R-20260521-00771,V-015,2026-05-21,Dinner,G-103212,Standard,3,,Quiet table,Confirmed
R-20260515-00772,V-015,2026-05-15,Dinner,G-102334,Platinum,2,,Quiet table,Deposit paid
R-20260503-00773,V-015,2026-05-03,Dinner,G-103907,Standard,3,,,Confirmed
R-20260516-00774,V-015,2026-05-16,Late night,G-102065,Gold,2,Birthday,Allergy: shellfish,Confirmed
R-20260525-00775,V-015,2026-05-25,Lunch,G-100336,Platinum,5,Birthday,,Confirmed
R-20260518-00776,V-015,2026-05-18,Lunch,G-103459,Standard,8,,Birthday cake,Confirmed
R-20260523-00777,V-015,2026-05-23,Late night,G-100561,Standard,3,Birthday,Birthday cake,Confirmed
R-20260507-00778,V-015,2026-05-07,Lunch,G-101991,Platinum,7,,,Confirmed
R-20260514-00779,V-015,2026-05-14,Lunch,G-100631,Platinum,5,,Wine pairing,Confirmed
R-20260519-00780,V-015,2026-05-19,Dinner,G-102140,Gold,4,,Birthday cake,Confirmed
R-20260527-00781,V-015,2026-05-27,Late night,G-100058,Gold,8,,,Confirmed
R-20260507-00782,V-015,2026-05-07,Dinner,G-100167,Standard,8,,Allergy: shellfish,Confirmed
R-20260516-00783,V-015,2026-05-16,Late night,G-104998,Standard,5,,,Confirmed
R-20260506-00784,V-015,2026-05-06,Late night,G-100358,Standard,3,,Birthday cake,Confirmed
R-20260512-00785,V-015,2026-05-12,Dinner,G-100143,Platinum,7,Birthday,,Confirmed
R-20260511-00786,V-015,2026-05-11,Dinner,G-100577,Standard,3,,Allergy: shellfish,Confirmed
R-20260503-00787,V-015,2026-05-03,Late night,G-102538,Standard,5,,,Confirmed
R-20260530-00788,V-015,2026-05-30,Lunch,G-104931,Gold,9,,,Confirmed
R-20260521-00789,V-015,2026-05-21,Late night,G-101517,Standard,5,,Quiet table,Waitlist
R-20260502-00790,V-015,2026-05-02,Dinner,G-103718,Gold,7,,,Confirmed
R-20260523-00791,V-015,2026-05-23,Lunch,G-102030,Standard,6,,,Confirmed
R-20260523-00792,V-015,2026-05-23,Dinner,G-100537,Standard,4,Birthday,Wine pairing,Confirmed
R-20260524-00793,V-015,2026-05-24,Late night,G-103514,Gold,2,,Allergy: shellfish,Confirmed
R-20260521-00794,V-015,2026-05-21,Dinner,G-102891,Gold,6,,Birthday cake,Confirmed
R-20260518-00795,V-015,2026-05-18,Dinner,G-101111,Diamond,5,,Allergy: shellfish,Deposit paid
R-20260526-00796,V-015,2026-05-26,Late night,G-103622,Gold,11,,Birthday cake,Waitlist
R-20260520-00797,V-016,2026-05-20,Dinner,G-103292,Diamond,6,,Wine pairing,Confirmed
R-20260531-00798,V-016,2026-05-31,Dinner,G-100881,Standard,4,Anniversary,,Deposit paid
R-20260509-00799,V-016,2026-05-09,Lunch,G-103289,Gold,3,,Allergy: shellfish,Confirmed
R-20260517-00800,V-016,2026-05-17,Late night,G-100789,Platinum,3,Anniversary,Wine pairing,Confirmed
R-20260506-00801,V-016,2026-05-06,Lunch,G-103656,Standard,7,,,Confirmed
R-20260523-00802,V-016,2026-05-23,Late night,G-103967,Diamond,10,,Window seat,Confirmed
R-20260512-00803,V-016,2026-05-12,Lunch,G-100503,Standard,10,,Window seat,Confirmed
R-20260506-00804,V-016,2026-05-06,Late night,G-101408,Standard,2,,Wine pairing,Confirmed
R-20260503-00805,V-016,2026-05-03,Lunch,G-100182,Platinum,5,,Allergy: shellfish,Confirmed
R-20260516-00806,V-016,2026-05-16,Dinner,G-104429,Gold,5,,Quiet table,Confirmed
R-20260510-00807,V-016,2026-05-10,Lunch,G-101736,Standard,4,,Allergy: shellfish,Confirmed
R-20260511-00808,V-016,2026-05-11,Dinner,G-102262,Gold,4,,Quiet table,Deposit paid
R-20260519-00809,V-016,2026-05-19,Lunch,G-101278,Gold,9,,Allergy: shellfish,Confirmed
R-20260530-00810,V-016,2026-05-30,Lunch,G-104129,Gold,6,,,Confirmed
R-20260504-00811,V-016,2026-05-04,Lunch,G-103936,Gold,9,,Wine pairing,Confirmed
R-20260507-00812,V-016,2026-05-07,Late night,G-102045,Gold,4,,Wine pairing,Deposit paid
R-20260507-00813,V-016,2026-05-07,Dinner,G-104566,Platinum,3,,,Confirmed
R-20260513-00814,V-016,2026-05-13,Lunch,G-101772,Standard,3,,Quiet table,Confirmed
R-20260508-00815,V-016,2026-05-08,Dinner,G-100305,Standard,3,,,Confirmed
R-20260522-00816,V-016,2026-05-22,Late night,G-103106,Platinum,5,,,Confirmed
R-20260506-00817,V-016,2026-05-06,Dinner,G-101556,Diamond,6,,,Deposit paid
R-20260530-00818,V-016,2026-05-30,Lunch,G-102539,Platinum,4,,Window seat,Confirmed
R-20260505-00819,V-016,2026-05-05,Lunch,G-100255,Standard,8,,Quiet table,Confirmed
R-20260522-00820,V-016,2026-05-22,Lunch,G-102587,Standard,3,,Wine pairing,Deposit paid
R-20260505-00821,V-016,2026-05-05,Late night,G-102368,Platinum,5,,,Confirmed
R-20260501-00822,V-016,2026-05-01,Late night,G-101241,Gold,4,,,Confirmed
R-20260502-00823,V-016,2026-05-02,Dinner,G-102250,Standard,4,,Window seat,Confirmed
R-20260530-00824,V-016,2026-05-30,Dinner,G-100718,Standard,6,,Quiet table,Confirmed
R-20260524-00825,V-016,2026-05-24,Late night,G-101959,Standard,4,,,Confirmed
R-20260519-00826,V-016,2026-05-19,Dinner,G-103798,Gold,3,,Birthday cake,Confirmed
R-20260513-00827,V-016,2026-05-13,Dinner,G-104306,Gold,3,,Window seat,Confirmed
R-20260517-00828,V-016,2026-05-17,Dinner,G-100076,Gold,7,,Birthday cake,Confirmed
R-20260514-00829,V-016,2026-05-14,Lunch,G-103033,Gold,5,,,Waitlist
R-20260529-00830,V-016,2026-05-29,Late night,G-104747,Gold,2,,Wine pairing,Confirmed
R-20260525-00831,V-016,2026-05-25,Lunch,G-101528,Standard,3,,Allergy: shellfish,Confirmed
R-20260508-00832,V-016,2026-05-08,Lunch,G-101771,Platinum,3,,,Confirmed
R-20260514-00833,V-016,2026-05-14,Lunch,G-103964,Gold,3,,Wine pairing,Deposit paid
R-20260503-00834,V-016,2026-05-03,Lunch,G-104563,Standard,6,,Allergy: shellfish,Confirmed
R-20260520-00835,V-016,2026-05-20,Late night,G-102043,Gold,7,,Allergy: shellfish,Waitlist
R-20260509-00836,V-016,2026-05-09,Lunch,G-104347,Standard,9,,Birthday cake,Deposit paid
R-20260512-00837,V-016,2026-05-12,Dinner,G-100258,Standard,6,,Window seat,Waitlist
R-20260515-00838,V-016,2026-05-15,Lunch,G-104198,Diamond,4,,,Confirmed
R-20260502-00839,V-016,2026-05-02,Dinner,G-102809,Gold,4,,Allergy: shellfish,Confirmed
R-20260521-00840,V-016,2026-05-21,Dinner,G-104280,Platinum,6,,,Confirmed
R-20260503-00841,V-016,2026-05-03,Dinner,G-100049,Platinum,4,,Wine pairing,Deposit paid
R-20260524-00842,V-016,2026-05-24,Late night,G-102626,Standard,5,,,Deposit paid
R-20260521-00843,V-016,2026-05-21,Late night,G-103147,Gold,11,,,Confirmed
R-20260506-00844,V-016,2026-05-06,Dinner,G-103006,Platinum,10,,,Confirmed
R-20260519-00845,V-016,2026-05-19,Dinner,G-102982,Platinum,3,,Window seat,Confirmed
R-20260508-00846,V-016,2026-05-08,Late night,G-101651,Gold,7,,Birthday cake,Confirmed
R-20260523-00847,V-016,2026-05-23,Lunch,G-103052,Standard,5,,Window seat,Waitlist
R-20260528-00848,V-016,2026-05-28,Late night,G-102964,Platinum,7,,Window seat,Confirmed
R-20260519-00849,V-016,2026-05-19,Dinner,G-104610,Platinum,8,,Window seat,Deposit paid
R-20260530-00850,V-016,2026-05-30,Lunch,G-102785,Standard,3,Birthday,Window seat,Confirmed
R-20260530-00851,V-016,2026-05-30,Dinner,G-103564,Gold,7,,Wine pairing,Confirmed
R-20260521-00852,V-016,2026-05-21,Late night,G-104395,Platinum,6,,,Confirmed
R-20260509-00853,V-016,2026-05-09,Lunch,G-103799,Standard,7,,Window seat,Waitlist
R-20260523-00854,V-016,2026-05-23,Late night,G-102235,Gold,4,,,Deposit paid
R-20260504-00855,V-016,2026-05-04,Lunch,G-100706,Standard,5,Anniversary,Quiet table,Confirmed
R-20260515-00856,V-016,2026-05-15,Dinner,G-102265,Standard,3,,,Deposit paid
R-20260506-00857,V-016,2026-05-06,Late night,G-103530,Diamond,9,,,Deposit paid
R-20260523-00858,V-016,2026-05-23,Late night,G-102413,Platinum,6,,Wine pairing,Confirmed
R-20260513-00859,V-016,2026-05-13,Dinner,G-100958,Platinum,6,,Quiet table,Confirmed
R-20260501-00860,V-016,2026-05-01,Late night,G-102547,Platinum,10,,,Confirmed
R-20260516-00861,V-016,2026-05-16,Dinner,G-101006,Standard,6,,,Waitlist
R-20260514-00862,V-016,2026-05-14,Lunch,G-103076,Platinum,5,,Wine pairing,Deposit paid
R-20260503-00863,V-016,2026-05-03,Dinner,G-103090,Diamond,3,,Quiet table,Confirmed
R-20260520-00864,V-016,2026-05-20,Late night,G-100221,Platinum,2,,Window seat,Confirmed
R-20260523-00865,V-017,2026-05-23,Late night,G-101860,Standard,5,,Birthday cake,Confirmed
R-20260511-00866,V-017,2026-05-11,Late night,G-100491,Diamond,10,,Wine pairing,Confirmed
