interaction_id,guest_id,venue_id,interaction_date,interaction_type,category,note,captured_by
I-001622,G-103218,V-018,2024-10-20,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001623,G-101462,V-011,2025-04-14,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001624,G-103054,V-001,2025-05-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001625,G-102578,V-004,2024-07-16,Preference noted,Dietary,Allergic to truffle.,Chef
I-001626,G-103755,V-009,2024-09-21,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001627,G-100042,V-005,2025-12-18,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001628,G-101290,V-015,2025-01-13,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001629,G-103990,V-011,2025-01-20,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001630,G-103406,V-027,2025-02-18,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001631,G-100439,V-014,2025-03-11,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001632,G-101133,V-002,2024-05-27,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001633,G-104426,V-014,2026-01-05,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001634,G-101679,V-026,2024-05-31,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001635,G-101750,V-017,2024-09-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001636,G-102914,V-009,2026-03-08,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001637,G-103285,V-001,2025-07-21,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001638,G-101342,V-011,2025-10-13,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001639,G-101854,V-002,2025-04-30,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001640,G-100095,V-026,2025-05-21,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001641,G-104549,V-017,2025-10-26,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001642,G-104991,V-022,2026-02-25,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001643,G-102297,V-005,2025-06-26,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001644,G-102296,V-025,2025-05-08,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001645,G-100857,V-022,2024-12-25,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001646,G-103510,V-004,2024-07-12,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001647,G-103431,V-020,2025-02-27,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001648,G-101995,V-016,2024-06-28,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001649,G-102725,V-006,2024-12-09,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001650,G-101600,V-025,2024-11-09,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001651,G-104041,V-001,2024-04-08,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001652,G-100030,V-016,2024-09-05,Preference noted,Dietary,Allergic to truffle.,Chef
I-001653,G-102462,V-025,2025-10-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001654,G-104526,V-001,2024-09-19,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001655,G-104029,V-016,2024-07-20,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001656,G-101961,V-014,2024-06-02,Preference noted,Dietary,Allergic to truffle.,Chef
I-001657,G-104105,V-020,2025-02-16,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001658,G-102638,V-028,2025-03-05,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001659,G-104735,V-027,2025-01-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001660,G-100658,V-017,2025-04-11,Preference noted,Dietary,Allergic to truffle.,Chef
I-001661,G-100208,V-011,2025-04-18,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001662,G-104265,V-009,2024-04-29,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001663,G-102423,V-006,2025-06-08,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001664,G-104948,V-009,2024-05-17,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001665,G-103524,V-013,2025-04-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-001666,G-103424,V-017,2026-03-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001667,G-104074,V-020,2024-06-10,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001668,G-100926,V-002,2025-07-09,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001669,G-102964,V-022,2024-08-29,Preference noted,Dietary,Allergic to truffle.,Chef
I-001670,G-104819,V-022,2026-01-04,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001671,G-104598,V-001,2025-04-10,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001672,G-102094,V-028,2025-04-07,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001673,G-101745,V-009,2025-11-15,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001674,G-104491,V-009,2025-09-05,Preference noted,Dietary,Allergic to truffle.,Chef
I-001675,G-104581,V-018,2024-09-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-001676,G-104774,V-030,2024-09-19,Preference noted,Dietary,Allergic to truffle.,Chef
I-001677,G-102330,V-006,2026-02-22,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001678,G-103291,V-009,2024-08-25,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001679,G-104517,V-017,2024-10-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001680,G-100967,V-009,2024-07-17,Preference noted,Dietary,Allergic to truffle.,Chef
I-001681,G-102641,V-004,2024-06-05,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001682,G-104553,V-010,2025-01-17,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001683,G-104519,V-023,2025-01-15,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001684,G-103464,V-002,2025-12-09,Preference noted,Dietary,Allergic to truffle.,Chef
I-001685,G-101343,V-020,2024-10-01,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001686,G-104078,V-004,2025-06-26,Preference noted,Dietary,Allergic to truffle.,Chef
I-001687,G-100195,V-024,2024-06-15,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001688,G-103517,V-007,2026-02-21,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001689,G-103291,V-001,2024-12-23,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001690,G-104891,V-013,2025-01-03,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001691,G-101952,V-030,2025-01-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001692,G-102358,V-029,2024-06-15,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001693,G-101605,V-015,2024-06-18,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001694,G-102819,V-001,2025-11-24,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001695,G-104059,V-014,2025-03-14,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001696,G-102881,V-013,2024-12-24,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001697,G-103161,V-016,2025-05-07,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001698,G-102728,V-009,2024-07-06,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001699,G-102593,V-005,2025-05-22,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001700,G-100892,V-009,2025-11-16,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001701,G-104619,V-029,2024-05-20,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001702,G-103046,V-023,2025-03-16,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001703,G-103456,V-017,2025-08-22,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001704,G-102737,V-021,2024-05-14,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001705,G-104589,V-020,2025-09-12,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001706,G-102340,V-007,2025-12-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001707,G-104437,V-025,2025-10-19,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001708,G-103289,V-003,2024-05-08,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001709,G-103064,V-025,2025-12-16,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001710,G-100112,V-028,2025-07-01,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001711,G-100206,V-004,2025-02-14,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001712,G-100160,V-014,2026-04-21,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001713,G-101659,V-030,2025-02-23,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001714,G-102296,V-013,2024-10-20,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001715,G-102349,V-011,2025-02-07,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001716,G-102615,V-019,2025-01-30,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001717,G-101512,V-022,2024-08-22,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001718,G-100629,V-024,2025-12-15,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001719,G-100692,V-025,2025-08-03,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001720,G-103331,V-016,2025-05-03,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001721,G-103102,V-009,2025-10-21,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001722,G-102654,V-009,2024-05-18,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001723,G-102310,V-015,2025-07-18,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001724,G-103693,V-009,2025-11-19,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001725,G-101921,V-007,2026-03-25,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001726,G-103283,V-026,2025-11-12,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001727,G-104352,V-021,2024-06-03,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001728,G-100143,V-005,2025-06-23,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001729,G-103026,V-010,2024-05-08,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001730,G-100608,V-030,2024-04-21,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001731,G-102543,V-024,2024-03-21,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001732,G-100622,V-001,2026-01-22,Preference noted,Dietary,Allergic to truffle.,Chef
I-001733,G-103514,V-028,2024-09-21,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001734,G-100242,V-011,2025-01-29,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001735,G-102911,V-009,2024-12-25,Preference noted,Dietary,Allergic to truffle.,Chef
I-001736,G-103963,V-012,2025-06-02,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001737,G-104898,V-010,2024-06-03,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001738,G-100965,V-030,2025-05-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001739,G-103358,V-029,2025-03-12,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001740,G-103239,V-009,2026-04-23,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001741,G-100536,V-026,2024-12-20,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001742,G-103490,V-023,2024-07-30,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001743,G-103214,V-007,2025-11-11,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001744,G-101975,V-011,2024-03-03,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001745,G-102499,V-030,2024-02-25,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001746,G-100539,V-028,2024-05-19,Preference noted,Dietary,Allergic to truffle.,Chef
I-001747,G-100448,V-003,2024-10-28,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001748,G-103526,V-008,2024-10-30,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001749,G-104780,V-002,2025-11-15,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001750,G-102825,V-011,2024-10-15,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001751,G-103337,V-025,2024-09-15,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001752,G-101082,V-009,2025-07-04,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001753,G-101078,V-008,2025-05-09,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001754,G-103847,V-022,2026-04-24,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001755,G-102761,V-026,2025-06-22,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001756,G-100536,V-028,2025-11-07,Preference noted,Dietary,Allergic to truffle.,Chef
I-001757,G-104517,V-021,2024-09-26,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001758,G-103835,V-019,2024-10-14,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001759,G-101218,V-022,2026-04-09,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001760,G-103494,V-017,2025-09-24,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001761,G-101030,V-005,2025-09-28,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001762,G-104186,V-021,2024-06-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001763,G-102136,V-003,2024-06-06,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001764,G-103817,V-015,2025-04-17,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001765,G-103021,V-009,2025-06-08,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001766,G-101997,V-017,2025-08-11,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001767,G-102296,V-020,2025-09-11,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001768,G-101476,V-008,2024-09-14,Preference noted,Dietary,Allergic to truffle.,Chef
I-001769,G-102055,V-030,2025-04-29,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001770,G-100732,V-007,2025-09-13,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001771,G-104527,V-019,2025-03-22,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001772,G-100631,V-022,2024-11-10,Preference noted,Dietary,Allergic to truffle.,Chef
I-001773,G-100424,V-024,2026-04-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-001774,G-104724,V-004,2025-10-06,Preference noted,Dietary,Allergic to truffle.,Chef
I-001775,G-103863,V-020,2024-03-05,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001776,G-102982,V-011,2024-05-31,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001777,G-103878,V-016,2024-03-14,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001778,G-103089,V-028,2025-06-23,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001779,G-102420,V-008,2024-05-24,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001780,G-100646,V-003,2025-07-12,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001781,G-101684,V-006,2025-05-12,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001782,G-103145,V-025,2024-09-04,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001783,G-101621,V-013,2025-10-10,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001784,G-101363,V-022,2025-08-18,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001785,G-100017,V-014,2025-03-16,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001786,G-102059,V-002,2024-10-11,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001787,G-102708,V-003,2026-02-17,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001788,G-103136,V-006,2025-03-19,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001789,G-103750,V-015,2024-07-11,Preference noted,Dietary,Allergic to truffle.,Chef
I-001790,G-100639,V-015,2025-07-13,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001791,G-101086,V-007,2024-08-17,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001792,G-101392,V-003,2026-01-14,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001793,G-101483,V-008,2024-08-14,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001794,G-100783,V-012,2025-11-23,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001795,G-100017,V-018,2025-05-30,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001796,G-102985,V-008,2024-02-23,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001797,G-100991,V-014,2025-08-07,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001798,G-103384,V-002,2025-11-27,Preference noted,Dietary,Allergic to truffle.,Chef
I-001799,G-103344,V-027,2025-09-05,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001800,G-104975,V-004,2025-01-15,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001801,G-104901,V-007,2025-03-22,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001802,G-102515,V-024,2025-01-21,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001803,G-100880,V-027,2025-08-06,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001804,G-102530,V-016,2025-12-03,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001805,G-103254,V-026,2025-07-21,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001806,G-104508,V-029,2024-11-10,Preference noted,Dietary,Allergic to truffle.,Chef
I-001807,G-100030,V-023,2024-02-22,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001808,G-102032,V-014,2024-08-26,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001809,G-100669,V-030,2025-01-02,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001810,G-101895,V-018,2026-03-23,Preference noted,Dietary,Allergic to truffle.,Chef
I-001811,G-100193,V-017,2026-01-11,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001812,G-104332,V-016,2024-04-24,Preference noted,Dietary,Allergic to truffle.,Chef
I-001813,G-104016,V-020,2024-06-03,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001814,G-104991,V-003,2025-04-12,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001815,G-102237,V-021,2024-07-26,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001816,G-103316,V-012,2024-04-15,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001817,G-100823,V-008,2025-01-18,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001818,G-102566,V-022,2025-07-14,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001819,G-100324,V-003,2024-07-16,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001820,G-102045,V-006,2025-03-05,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001821,G-101722,V-001,2024-03-20,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001822,G-102093,V-019,2026-02-13,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001823,G-101813,V-001,2025-09-09,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001824,G-100666,V-002,2026-01-19,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001825,G-100947,V-016,2024-12-29,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001826,G-101792,V-007,2025-12-14,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001827,G-103183,V-019,2025-08-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-001828,G-101521,V-018,2026-04-30,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001829,G-103192,V-026,2025-05-02,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001830,G-104926,V-010,2024-12-31,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001831,G-100780,V-028,2025-07-26,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001832,G-104228,V-030,2025-03-19,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001833,G-100162,V-017,2024-12-21,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001834,G-100850,V-021,2024-09-05,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001835,G-101044,V-028,2025-02-17,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001836,G-101117,V-010,2025-06-21,Preference noted,Dietary,Allergic to truffle.,Chef
I-001837,G-100959,V-018,2024-08-31,Compliment,Beverage,Praised wine pairing recommended by sommelier.,Sommelier
I-001838,G-102669,V-013,2024-05-10,Complaint resolved,Service,"Sound level too high during dinner; service comp offered, accepted.",GM
I-001839,G-102374,V-027,2024-03-30,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001840,G-104243,V-016,2024-10-09,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001841,G-100342,V-013,2024-03-10,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001842,G-101000,V-016,2026-04-26,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001843,G-100951,V-016,2025-01-29,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001844,G-101789,V-014,2025-12-05,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001845,G-103679,V-024,2024-07-29,Preference noted,Dietary,Allergic to truffle.,Chef
I-001846,G-101786,V-008,2024-03-30,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001847,G-102312,V-021,2025-07-28,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001848,G-104747,V-011,2024-07-26,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001849,G-104967,V-001,2024-03-06,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001850,G-100478,V-012,2024-09-14,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001851,G-101057,V-014,2026-03-11,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001852,G-104588,V-006,2025-11-23,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001853,G-102022,V-024,2025-04-24,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001854,G-102066,V-004,2025-06-23,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001855,G-104257,V-028,2025-03-21,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001856,G-104682,V-009,2024-07-23,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001857,G-102139,V-015,2025-12-08,Compliment,F&B,Praised pastry chef on lemon tart; mention by name on next visit.,Server
I-001858,G-101845,V-018,2025-01-24,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001859,G-101351,V-001,2025-11-20,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001860,G-100917,V-027,2025-01-05,Preference noted,Dietary,Allergic to truffle.,Chef
I-001861,G-104096,V-015,2025-10-20,Preference noted,Dietary,Allergic to truffle.,Chef
I-001862,G-104158,V-017,2025-06-21,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001863,G-101335,V-005,2025-12-16,Family note,Family,"Daughter Layla, age 12 (as of 2026); birthday Aug 14.",Server
I-001864,G-101447,V-007,2024-11-28,Occasion,Occasion,Hosted 25th anniversary; partner = Mrs. Al Mansouri.,Events
I-001865,G-102648,V-027,2026-01-29,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001866,G-103723,V-016,2025-08-21,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001867,G-103433,V-020,2026-01-04,Family note,Family,Wife Priya; allergic to shellfish.,GM
I-001868,G-101940,V-019,2025-11-18,Preference noted,Dietary,Allergic to truffle.,Chef
I-001869,G-101410,V-026,2025-12-20,Preference noted,Seating,Prefers banquette by window; not near speakers.,Host
I-001870,G-103835,V-002,2025-02-26,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
I-001871,G-102259,V-026,2026-03-29,Preference noted,Beverage,Always orders Krug Grande Cuvée; flag pre-arrival.,Server
I-001872,G-100038,V-027,2024-04-23,Complaint unresolved,Service,Reservation honored 25 min late; expressed dissatisfaction.,Host
