guest_id,nationality,home_city,home_country,guest_tier,first_seen_date,first_seen_brand,dietary_flags,preferred_language,lifetime_spend_aed,total_visits,brands_visited_count,last_visit_date,acquisition_channel,event_host_count,consent_status
G-102117,USA,Miami,USA,Platinum,2025-11-05,AlphaMind,,EN,749477,573,3,2026-03-25,Referral,0,Partial
G-102118,Bahrain,Manama,Bahrain,Gold,2025-07-08,CE LA VI,,AR,120807,58,1,2026-01-22,Direct,0,Full
G-102119,India,Bangalore,India,Gold,2025-10-10,Em Sherif,,EN,65765,28,2,2026-02-03,Concierge,0,Full
G-102120,Lebanon,Beirut,Lebanon,Standard,2025-09-29,Em Sherif,gluten-free,AR,23601,10,1,2026-04-04,Hotel partner,0,None
G-102121,Kuwait,Kuwait City,Kuwait,Gold,2025-04-16,Nammos,,AR,144181,67,1,2026-01-04,Direct,0,None
G-102122,Russia,Saint Petersburg,Russia,Diamond,2025-06-05,Nammos,,RU,937165,504,3,2026-01-24,Direct,1,Full
G-102123,Singapore,Singapore,Singapore,Standard,2025-05-04,Nammos,,EN,19768,9,1,2026-02-14,Concierge,0,Full
G-102124,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-02-13,CE LA VI,halal,AR,2262,1,1,2026-02-03,Hotel partner,0,None
G-102125,France,Cannes,France,Standard,2024-09-24,CE LA VI,halal,FR,19893,10,1,2026-02-04,Direct,0,Full
G-102126,USA,Los Angeles,USA,Gold,2024-07-05,AlphaMind,halal,EN,137536,84,2,2025-02-26,Concierge,0,Full
G-102127,Lebanon,Beirut,Lebanon,Standard,2025-01-02,Nammos,,AR,5277,3,2,2026-01-17,Direct,0,Full
G-102128,Qatar,Doha,Qatar,Standard,2024-08-02,Nammos,,AR,18232,6,1,2025-05-06,Direct,0,Full
G-102129,UAE,Abu Dhabi,UAE,Standard,2024-08-13,Nammos,pescatarian,AR,20861,11,1,2025-12-22,Concierge,0,Full
G-102130,UK,London,UK,Standard,2025-08-20,AlphaMind,,EN,21048,8,1,2026-01-22,Direct,0,Full
G-102131,France,Cannes,France,Diamond,2025-07-03,CE LA VI,gluten-free,FR,3861438,2589,2,2025-10-17,Direct,0,None
G-102132,UK,Manchester,UK,Standard,2024-09-03,AlphaMind,halal,EN,26930,14,1,2025-12-14,Hotel partner,0,Full
G-102133,USA,Los Angeles,USA,Standard,2025-11-01,CE LA VI,,EN,23246,12,1,2026-02-04,Digital,0,Full
G-102134,Russia,Saint Petersburg,Russia,Standard,2025-10-30,CE LA VI,,RU,13392,4,1,2026-02-06,Direct,0,Full
G-102135,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2024-06-12,Nammos,,AR,12614,5,1,2025-03-29,Referral,0,None
G-102136,Italy,Rome,Italy,Platinum,2025-02-04,Nammos,,IT,547781,243,3,2026-03-03,Direct,0,None
G-102137,UAE,Abu Dhabi,UAE,Standard,2025-01-10,Nammos,,AR,23993,9,1,2026-02-10,Referral,0,Full
G-102138,Bahrain,Manama,Bahrain,Gold,2024-04-17,Em Sherif,halal,AR,121760,59,1,2026-04-17,Direct,0,Full
G-102139,UAE,Dubai,UAE,Platinum,2024-01-17,AlphaMind,,AR,387356,156,3,2025-08-31,Concierge,0,None
G-102140,USA,Los Angeles,USA,Gold,2025-10-11,Em Sherif,,EN,45607,32,1,2025-12-13,Referral,0,Full
G-102141,USA,Miami,USA,Standard,2024-06-21,AlphaMind,vegetarian,EN,23719,10,1,2025-09-15,Concierge,0,Full
G-102142,UK,Manchester,UK,Platinum,2024-11-01,CE LA VI,,EN,518799,209,2,2026-02-27,Hotel partner,0,Full
G-102143,UK,Manchester,UK,Gold,2025-11-01,Em Sherif,,EN,30795,25,1,2026-03-17,Concierge,0,Full
G-102144,Bahrain,Manama,Bahrain,Standard,2024-12-29,Em Sherif,,AR,2101,1,1,2025-12-02,Digital,0,Full
G-102145,UAE,Abu Dhabi,UAE,Standard,2025-01-24,Nammos,,AR,26865,14,1,2026-03-17,Hotel partner,0,Full
G-102146,UAE,Dubai,UAE,Standard,2025-06-26,Nammos,,AR,25106,16,1,2025-11-29,Concierge,0,Full
G-102147,Russia,Saint Petersburg,Russia,Gold,2025-10-23,Em Sherif,halal,RU,74695,27,3,2026-04-03,Concierge,0,Full
G-102148,France,Paris,France,Standard,2025-08-21,AlphaMind,,FR,6298,4,2,2026-02-08,Hotel partner,0,Full
G-102149,Bahrain,Manama,Bahrain,Gold,2026-02-01,Nammos,,AR,81874,37,1,2026-03-02,Hotel partner,0,Full
G-102150,UK,London,UK,Platinum,2025-01-04,Nammos,,EN,304878,130,2,2025-03-27,Direct,0,Full
G-102151,USA,New York,USA,Standard,2025-04-03,Nammos,halal,EN,16994,6,1,2025-07-27,Referral,0,None
G-102152,UAE,Dubai,UAE,Gold,2025-03-29,AlphaMind,halal,AR,138484,71,1,2025-09-03,Direct,0,Partial
G-102153,India,Delhi,India,Standard,2024-10-09,Em Sherif,vegetarian,EN,6436,4,1,2025-09-24,Concierge,0,Full
G-102154,France,Paris,France,Standard,2024-11-10,Em Sherif,,FR,14586,6,1,2025-09-17,Concierge,0,Partial
G-102155,UAE,Abu Dhabi,UAE,Gold,2024-08-11,CE LA VI,,AR,104716,53,1,2025-10-21,Concierge,0,None
G-102156,UAE,Abu Dhabi,UAE,Platinum,2025-05-17,Em Sherif,halal,AR,177956,122,2,2025-08-22,Concierge,2,Full
G-102157,UAE,Abu Dhabi,UAE,Standard,2024-04-18,Em Sherif,,AR,22187,10,1,2026-04-17,Hotel partner,0,Full
G-102158,UK,Manchester,UK,Gold,2025-07-29,CE LA VI,,EN,113264,79,1,2026-02-22,Direct,0,None
G-102159,Russia,Moscow,Russia,Standard,2025-09-22,CE LA VI,,RU,29287,11,2,2026-01-17,Direct,0,Full
G-102160,Italy,Milan,Italy,Gold,2025-09-02,Nammos,halal,IT,88961,34,1,2026-02-21,Direct,0,Full
G-102161,UAE,Abu Dhabi,UAE,Standard,2024-03-08,Em Sherif,,AR,29581,18,1,2025-02-14,Concierge,0,Full
G-102162,USA,Miami,USA,Standard,2024-07-06,Em Sherif,halal,EN,15346,5,1,2024-09-29,Concierge,0,Full
G-102163,Russia,Moscow,Russia,Platinum,2025-06-16,CE LA VI,,RU,411744,338,3,2025-11-24,Hotel partner,1,Full
G-102164,USA,Los Angeles,USA,Gold,2024-09-25,Nammos,,EN,47477,23,1,2026-01-30,Direct,0,Full
G-102165,Singapore,Singapore,Singapore,Standard,2025-06-01,Nammos,,EN,21749,16,1,2026-01-27,Referral,0,None
G-102166,Qatar,Doha,Qatar,Standard,2025-04-14,Em Sherif,,AR,9760,3,1,2025-10-19,Referral,0,Partial
G-102167,India,Bangalore,India,Standard,2025-10-13,Em Sherif,,EN,8947,3,1,2026-02-19,Direct,0,None
G-102168,Singapore,Singapore,Singapore,Standard,2025-02-05,Nammos,,EN,29601,15,1,2026-03-25,Direct,0,Full
G-102169,UK,Manchester,UK,Standard,2025-01-11,Em Sherif,,EN,3539,2,1,2026-04-06,Concierge,0,None
G-102170,UAE,Dubai,UAE,Gold,2025-12-25,AlphaMind,,AR,68911,26,2,2026-04-17,Hotel partner,0,None
G-102171,France,Nice,France,Standard,2025-02-08,AlphaMind,,FR,13011,9,2,2025-11-11,Referral,0,Full
G-102172,India,Mumbai,India,Standard,2024-05-24,CE LA VI,,EN,4110,3,1,2026-01-14,Digital,0,None
G-102173,Bahrain,Manama,Bahrain,Standard,2025-09-03,AlphaMind,,AR,28084,10,2,2026-01-21,Direct,0,None
G-102174,France,Nice,France,Gold,2025-07-24,CE LA VI,,FR,50841,25,3,2025-12-29,Direct,0,Full
G-102175,Russia,Moscow,Russia,Standard,2025-02-11,CE LA VI,halal,RU,20399,7,1,2025-09-28,Direct,0,Full
G-102176,Lebanon,Beirut,Lebanon,Platinum,2025-09-13,Nammos,,AR,544623,241,3,2026-02-12,Concierge,1,Full
G-102177,UAE,Dubai,UAE,Standard,2024-07-05,Em Sherif,,AR,22864,10,1,2026-03-11,Direct,0,Full
G-102178,Russia,Moscow,Russia,Gold,2025-06-05,Em Sherif,gluten-free,RU,90100,66,2,2025-12-23,Referral,1,Partial
G-102179,USA,Los Angeles,USA,Gold,2024-04-06,Em Sherif,pescatarian,EN,94278,53,1,2025-08-28,Digital,0,None
G-102180,UAE,Abu Dhabi,UAE,Standard,2024-01-18,CE LA VI,,AR,17016,11,1,2025-09-01,Direct,0,Full
G-102181,Italy,Rome,Italy,Standard,2025-04-27,Em Sherif,,IT,28421,17,1,2026-03-19,Direct,0,Full
G-102182,UK,London,UK,Standard,2024-11-19,AlphaMind,,EN,8214,3,1,2025-10-08,Concierge,0,None
G-102183,USA,Miami,USA,Standard,2025-08-16,Nammos,"halal,gluten-free",EN,17361,9,1,2025-11-04,Concierge,0,Full
G-102184,USA,Los Angeles,USA,Standard,2025-08-03,CE LA VI,,EN,11453,5,1,2026-04-03,Concierge,0,Full
G-102185,UAE,Sharjah,UAE,Standard,2023-12-28,Nammos,,AR,23013,11,1,2024-08-28,Direct,0,Partial
G-102186,Singapore,Singapore,Singapore,Standard,2024-04-18,Nammos,halal,EN,23235,15,1,2025-04-02,Concierge,0,Partial
G-102187,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-12-13,CE LA VI,,AR,25510,18,1,2026-03-28,Direct,0,Full
G-102188,India,Mumbai,India,Standard,2024-04-29,Nammos,,EN,10994,4,1,2024-06-09,Digital,0,Full
G-102189,UK,London,UK,Standard,2025-10-20,CE LA VI,,EN,13240,6,1,2026-02-20,Direct,0,Full
G-102190,UAE,Dubai,UAE,Standard,2025-10-01,Nammos,,AR,20795,16,2,2026-02-06,Direct,0,Full
G-102191,USA,Miami,USA,Platinum,2024-03-21,Nammos,pescatarian,EN,434493,206,4,2024-08-16,Concierge,0,None
G-102192,UK,Manchester,UK,Standard,2024-11-04,Nammos,,EN,11431,5,1,2026-01-11,Direct,0,Full
G-102193,UAE,Dubai,UAE,Gold,2025-08-03,CE LA VI,,AR,84192,32,2,2025-09-28,Concierge,0,Full
G-102194,USA,New York,USA,Standard,2025-03-11,CE LA VI,gluten-free,EN,16191,6,1,2026-02-01,Concierge,0,Full
G-102195,France,Paris,France,Gold,2025-05-12,Nammos,gluten-free,FR,63049,28,1,2026-04-13,Concierge,0,Partial
G-102196,Kuwait,Kuwait City,Kuwait,Standard,2024-10-23,CE LA VI,,AR,10476,7,1,2026-03-07,Direct,0,Partial
G-102197,USA,Los Angeles,USA,Platinum,2026-01-09,CE LA VI,,EN,302558,228,2,2026-03-27,Direct,1,Partial
G-102198,USA,Miami,USA,Standard,2024-10-22,AlphaMind,,EN,24063,11,1,2026-02-03,Direct,0,Full
G-102199,UAE,Abu Dhabi,UAE,Platinum,2025-05-27,CE LA VI,,AR,230691,169,2,2025-12-23,Direct,0,Full
G-102200,Italy,Milan,Italy,Gold,2025-04-28,CE LA VI,vegetarian,IT,64735,23,2,2026-03-06,Referral,0,Full
G-102201,UK,London,UK,Platinum,2025-12-16,Nammos,pescatarian,EN,789127,295,4,2026-02-21,Referral,1,Full
G-102202,France,Nice,France,Standard,2026-04-16,CE LA VI,,FR,24186,9,1,2026-04-11,Direct,0,Full
G-102203,India,Delhi,India,Gold,2025-09-25,CE LA VI,,EN,121551,66,1,2026-03-12,Concierge,0,Partial
G-102204,France,Nice,France,Gold,2025-09-23,Nammos,,FR,132942,49,2,2026-03-18,Digital,0,Full
G-102205,UK,London,UK,Standard,2025-01-15,Nammos,,EN,29150,13,1,2026-03-27,Concierge,0,Partial
G-102206,Kuwait,Kuwait City,Kuwait,Gold,2024-12-07,Em Sherif,gluten-free,AR,58049,44,1,2025-09-28,Digital,1,Full
G-102207,Saudi Arabia,Riyadh,Saudi Arabia,Platinum,2025-03-01,Nammos,,AR,661423,451,4,2026-02-26,Direct,2,Full
G-102208,Qatar,Doha,Qatar,Standard,2024-11-24,Em Sherif,,AR,24856,11,1,2025-11-15,Concierge,0,Full
G-102209,Lebanon,Beirut,Lebanon,Standard,2024-06-23,Em Sherif,,AR,15118,6,1,2025-10-30,Referral,0,None
G-102210,Saudi Arabia,Jeddah,Saudi Arabia,Platinum,2024-10-25,CE LA VI,,AR,757250,396,3,2026-03-19,Direct,0,Full
G-102211,France,Nice,France,Diamond,2026-02-25,AlphaMind,gluten-free,FR,1925808,1153,4,2026-03-09,Concierge,0,Full
G-102212,UK,London,UK,Standard,2025-02-16,CE LA VI,,EN,29577,11,1,2026-01-18,Concierge,0,Full
G-102213,UAE,Sharjah,UAE,Standard,2025-10-04,Nammos,,AR,28230,21,1,2026-02-01,Concierge,0,Partial
G-102214,UK,Manchester,UK,Standard,2025-12-11,CE LA VI,vegan,EN,15373,6,1,2026-03-31,Direct,0,None
G-102215,USA,Los Angeles,USA,Gold,2025-05-24,CE LA VI,halal,EN,48268,18,1,2025-10-20,Referral,0,Partial
G-102216,UK,Manchester,UK,Standard,2024-08-30,Em Sherif,vegan,EN,12864,6,1,2026-03-19,Digital,0,Partial
G-102217,Italy,Rome,Italy,Standard,2025-06-07,Em Sherif,,IT,14328,11,2,2026-04-24,Hotel partner,0,Full
G-102218,UK,London,UK,Gold,2024-08-13,Nammos,gluten-free,EN,46349,37,1,2025-07-15,Digital,0,Full
G-102219,UK,Manchester,UK,Standard,2025-05-08,Em Sherif,,EN,2436,1,1,2025-11-24,Direct,0,Partial
G-102220,UK,London,UK,Standard,2025-06-10,CE LA VI,,EN,4773,2,1,2026-02-06,Concierge,0,None
G-102221,UAE,Abu Dhabi,UAE,Gold,2025-08-25,Em Sherif,,AR,50836,18,2,2026-04-24,Referral,0,Partial
G-102222,UAE,Sharjah,UAE,Gold,2025-07-12,CE LA VI,,AR,85160,40,2,2025-11-17,Hotel partner,0,Partial
G-102223,UAE,Dubai,UAE,Standard,2025-04-25,Nammos,gluten-free,AR,23385,11,1,2026-02-16,Referral,0,None
G-102224,USA,Miami,USA,Standard,2025-04-23,Nammos,,EN,5579,2,2,2026-03-06,Hotel partner,0,Full
G-102225,UK,Manchester,UK,Platinum,2025-03-12,Em Sherif,,EN,418249,158,3,2026-01-26,Direct,1,Full
G-102226,UAE,Sharjah,UAE,Diamond,2025-10-18,Nammos,,AR,3854387,2099,2,2026-03-19,Hotel partner,0,Full
G-102227,Germany,Berlin,Germany,Standard,2024-12-03,Em Sherif,gluten-free,DE,14218,8,1,2025-11-19,Hotel partner,0,Full
G-102228,USA,Los Angeles,USA,Platinum,2025-10-04,Nammos,gluten-free,EN,525313,401,1,2026-02-08,Referral,1,Full
G-102229,USA,Miami,USA,Standard,2025-11-05,AlphaMind,halal,EN,8731,4,2,2026-02-15,Direct,0,Partial
G-102230,India,Mumbai,India,Platinum,2025-09-28,Nammos,,EN,488153,202,3,2026-03-20,Referral,0,Partial
G-102231,France,Nice,France,Standard,2026-01-06,CE LA VI,,FR,8231,6,2,2026-04-02,Concierge,0,Full
G-102232,Kuwait,Kuwait City,Kuwait,Gold,2025-08-16,Em Sherif,,AR,123808,96,2,2026-01-09,Referral,0,None
G-102233,USA,Miami,USA,Platinum,2025-01-30,Nammos,,EN,624328,228,3,2025-05-05,Direct,0,Full
G-102234,France,Nice,France,Gold,2025-08-27,Nammos,,FR,94222,77,1,2026-01-17,Concierge,0,Full
G-102235,UK,London,UK,Gold,2025-10-26,CE LA VI,halal,EN,147209,57,3,2026-03-17,Hotel partner,0,Full
G-102236,UAE,Sharjah,UAE,Gold,2025-06-08,Nammos,,AR,76981,28,1,2026-04-21,Digital,0,Full
G-102237,UK,Manchester,UK,Gold,2024-05-12,Nammos,gluten-free,EN,132019,86,1,2026-04-06,Concierge,1,Full
G-102238,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2025-03-05,Nammos,,AR,15057,5,1,2025-08-16,Direct,0,Full
G-102239,Lebanon,Beirut,Lebanon,Standard,2025-07-06,Nammos,,AR,27750,13,1,2026-03-25,Direct,0,Full
G-102240,UAE,Abu Dhabi,UAE,Gold,2025-06-13,CE LA VI,gluten-free,AR,38322,16,1,2026-03-22,Referral,0,Full
G-102241,USA,Los Angeles,USA,Standard,2025-08-13,Nammos,,EN,21862,17,1,2026-02-25,Concierge,0,Full
G-102242,USA,Miami,USA,Gold,2025-07-05,Nammos,,EN,112809,92,1,2026-02-08,Direct,0,Full
G-102243,UAE,Sharjah,UAE,Standard,2025-10-28,Nammos,,AR,5985,2,1,2026-03-22,Direct,0,None
G-102244,Saudi Arabia,Riyadh,Saudi Arabia,Platinum,2024-04-27,Nammos,"halal,gluten-free",AR,543994,209,2,2025-05-20,Concierge,1,None
G-102245,UK,Manchester,UK,Standard,2024-09-07,Nammos,halal,EN,9796,6,1,2025-01-26,Concierge,0,Full
G-102246,Qatar,Doha,Qatar,Standard,2024-11-12,Nammos,,AR,2769,1,1,2025-09-13,Direct,0,Full
G-102247,USA,Los Angeles,USA,Diamond,2025-11-30,Nammos,gluten-free,EN,2306392,1349,1,2026-04-22,Hotel partner,0,Partial
G-102248,Germany,Munich,Germany,Platinum,2025-08-24,Nammos,,DE,365420,251,2,2026-03-16,Digital,1,None
G-102249,Kuwait,Kuwait City,Kuwait,Standard,2025-10-08,AlphaMind,"halal,gluten-free",AR,22724,8,1,2025-12-21,Digital,0,Full
G-102250,UAE,Abu Dhabi,UAE,Standard,2026-01-30,Nammos,halal,AR,5242,3,1,2026-04-11,Concierge,0,Full
G-102251,UK,London,UK,Gold,2025-11-04,Nammos,,EN,39894,20,2,2026-02-24,Direct,1,Full
G-102252,Italy,Milan,Italy,Gold,2025-05-03,Nammos,halal,IT,136661,53,1,2025-09-25,Referral,0,Full
G-102253,UK,Manchester,UK,Standard,2025-08-07,CE LA VI,pescatarian,EN,3265,1,2,2026-02-26,Direct,0,Full
G-102254,UK,London,UK,Standard,2025-04-03,Em Sherif,,EN,2513,1,1,2026-02-06,Direct,0,Full
G-102255,Lebanon,Beirut,Lebanon,Gold,2025-07-26,Em Sherif,halal,AR,147468,57,1,2025-09-12,Direct,0,None
G-102256,Russia,Saint Petersburg,Russia,Diamond,2024-11-23,Nammos,,RU,3779143,1755,3,2025-12-30,Concierge,1,Full
G-102257,Russia,Moscow,Russia,Standard,2025-04-07,CE LA VI,,RU,2196,1,1,2025-12-29,Direct,0,Full
G-102258,UAE,Dubai,UAE,Standard,2025-06-08,AlphaMind,halal,AR,25677,18,1,2026-03-30,Direct,0,None
G-102259,UK,London,UK,Platinum,2025-05-16,Em Sherif,vegetarian,EN,501652,247,2,2026-02-10,Hotel partner,0,Full
G-102260,Italy,Rome,Italy,Standard,2025-09-27,Nammos,,IT,18110,9,1,2026-03-21,Referral,0,Partial
G-102261,UAE,Dubai,UAE,Standard,2025-04-09,Em Sherif,,AR,23922,10,1,2025-09-12,Direct,0,Partial
G-102262,France,Cannes,France,Gold,2025-12-12,AlphaMind,,FR,84227,39,2,2026-02-02,Hotel partner,0,Full
G-102263,Singapore,Singapore,Singapore,Standard,2025-08-12,Em Sherif,,EN,21302,17,1,2025-12-01,Direct,0,Full
G-102264,USA,Miami,USA,Standard,2025-03-12,CE LA VI,,EN,17895,13,1,2025-09-02,Concierge,0,Partial
G-102265,UK,Manchester,UK,Standard,2025-05-29,Nammos,,EN,29614,14,2,2026-02-07,Digital,0,Full
G-102266,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-10-19,AlphaMind,,AR,20260,14,1,2026-01-27,Digital,0,Full
G-102267,UAE,Sharjah,UAE,Standard,2025-03-02,Nammos,,AR,16220,10,1,2025-11-22,Direct,0,Full
G-102268,France,Nice,France,Gold,2025-04-10,Em Sherif,,FR,45587,21,1,2025-11-06,Direct,1,Full
G-102269,Germany,Berlin,Germany,Standard,2025-10-26,Em Sherif,vegetarian,DE,10779,4,1,2026-03-16,Hotel partner,0,Full
G-102270,UAE,Sharjah,UAE,Standard,2025-10-03,Em Sherif,,AR,4095,2,1,2026-02-02,Concierge,0,None
G-102271,France,Nice,France,Standard,2026-02-04,AlphaMind,,FR,3028,1,1,2026-03-27,Concierge,0,Full
G-102272,Kuwait,Kuwait City,Kuwait,Standard,2025-12-11,Nammos,,AR,17428,10,2,2026-02-22,Hotel partner,0,Full
G-102273,UK,London,UK,Standard,2025-07-18,AlphaMind,gluten-free,EN,6728,4,1,2025-08-27,Hotel partner,0,Partial
G-102274,USA,Los Angeles,USA,Standard,2025-08-13,Em Sherif,,EN,28230,15,1,2026-03-03,Concierge,0,None
G-102275,UAE,Abu Dhabi,UAE,Diamond,2025-05-29,CE LA VI,,AR,3344003,1469,1,2025-08-27,Referral,1,Full
G-102276,Saudi Arabia,Riyadh,Saudi Arabia,Diamond,2025-05-17,Em Sherif,,AR,4264201,2316,2,2026-02-05,Direct,0,Partial
G-102277,Italy,Milan,Italy,Gold,2025-04-20,Nammos,,IT,70459,56,1,2026-03-28,Hotel partner,0,Full
G-102278,Singapore,Singapore,Singapore,Standard,2025-12-13,Nammos,vegetarian,EN,7801,3,1,2026-03-30,Concierge,0,Full
G-102279,USA,New York,USA,Standard,2025-04-28,Nammos,vegetarian,EN,8654,3,1,2026-03-04,Referral,0,Partial
G-102280,UAE,Sharjah,UAE,Gold,2025-03-24,Nammos,,AR,132012,84,3,2025-12-29,Direct,0,None
G-102281,UAE,Sharjah,UAE,Standard,2025-06-17,CE LA VI,,AR,7091,2,1,2026-02-23,Direct,0,Partial
G-102282,France,Cannes,France,Standard,2024-06-05,Nammos,vegetarian,FR,7418,5,2,2025-07-07,Hotel partner,0,Partial
G-102283,UAE,Dubai,UAE,Standard,2025-04-27,AlphaMind,"halal,gluten-free",AR,9243,3,1,2026-02-03,Direct,0,Full
G-102284,Lebanon,Beirut,Lebanon,Gold,2025-01-27,Nammos,,AR,81190,32,2,2026-02-12,Digital,0,Partial
G-102285,Germany,Berlin,Germany,Standard,2025-01-25,Em Sherif,,DE,17328,8,1,2026-04-18,Hotel partner,0,Full
G-102286,USA,Los Angeles,USA,Standard,2026-01-24,Nammos,,EN,5983,2,1,2026-03-22,Digital,0,Full
G-102287,USA,New York,USA,Standard,2025-05-21,AlphaMind,,EN,27020,11,1,2026-04-04,Concierge,0,Partial
G-102288,UAE,Dubai,UAE,Standard,2025-02-28,AlphaMind,,AR,2931,1,1,2025-10-05,Direct,0,Full
G-102289,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-04-13,Nammos,,AR,3794,1,4,2025-12-23,Referral,0,None
G-102290,Russia,Saint Petersburg,Russia,Standard,2025-08-03,Em Sherif,,RU,4329,2,1,2026-04-19,Direct,0,Full
G-102291,USA,Miami,USA,Standard,2024-06-09,Nammos,,EN,2032,1,1,2025-05-31,Referral,0,Full
G-102292,UAE,Dubai,UAE,Gold,2024-05-11,Em Sherif,,AR,64227,38,1,2026-01-22,Hotel partner,0,Full
G-102293,USA,Los Angeles,USA,Standard,2025-12-30,Nammos,,EN,29284,21,1,2026-01-28,Direct,0,Full
G-102294,France,Paris,France,Standard,2026-02-19,Nammos,halal,FR,12422,8,1,2026-03-23,Direct,0,Full
G-102295,Russia,Moscow,Russia,Platinum,2026-03-16,Em Sherif,halal,RU,553067,211,1,2026-04-09,Direct,0,Full
G-102296,UK,Manchester,UK,Gold,2025-04-02,CE LA VI,,EN,84156,49,2,2025-09-05,Hotel partner,0,Full
G-102297,France,Cannes,France,Gold,2025-12-30,Nammos,,FR,71906,30,1,2026-03-20,Hotel partner,1,Partial
G-102298,UK,London,UK,Standard,2024-11-30,CE LA VI,,EN,24103,9,3,2025-12-26,Referral,0,Full
G-102299,USA,Los Angeles,USA,Standard,2024-12-01,Nammos,,EN,16845,9,2,2025-07-31,Concierge,0,Partial
G-102300,USA,New York,USA,Standard,2025-07-25,Em Sherif,halal,EN,9700,4,1,2026-04-14,Digital,0,Full
G-102301,India,Bangalore,India,Platinum,2025-08-12,Nammos,,EN,364955,173,1,2026-01-20,Concierge,0,Full
G-102302,Saudi Arabia,Riyadh,Saudi Arabia,Platinum,2024-07-20,Nammos,vegan,AR,775818,291,2,2025-10-04,Digital,0,None
G-102303,Saudi Arabia,Jeddah,Saudi Arabia,Standard,2025-01-01,Em Sherif,vegetarian,AR,24918,18,1,2026-01-13,Direct,0,Full
G-102304,France,Paris,France,Standard,2025-02-25,Em Sherif,halal,FR,25839,21,1,2025-09-17,Direct,0,None
G-102305,India,Delhi,India,Standard,2025-02-16,Nammos,,EN,11378,6,1,2025-11-29,Concierge,0,Full
G-102306,India,Delhi,India,Gold,2025-03-23,AlphaMind,vegetarian,EN,132463,53,1,2025-12-31,Concierge,0,Full
G-102307,UK,Manchester,UK,Standard,2025-06-21,Nammos,,EN,22189,8,1,2025-12-07,Referral,0,None
G-102308,UAE,Abu Dhabi,UAE,Standard,2026-01-29,Nammos,,AR,24417,11,1,2026-02-23,Referral,0,Full
G-102309,India,Bangalore,India,Standard,2025-04-05,Em Sherif,vegetarian,EN,14908,7,1,2026-02-15,Direct,0,Full
G-102310,UK,Manchester,UK,Diamond,2024-06-28,AlphaMind,vegan,EN,1372008,508,1,2024-08-29,Referral,0,Full
G-102311,UAE,Abu Dhabi,UAE,Standard,2025-08-23,AlphaMind,vegan,AR,29660,13,1,2026-03-15,Concierge,0,None
G-102312,UAE,Dubai,UAE,Gold,2024-11-13,Em Sherif,gluten-free,AR,59088,25,2,2025-09-08,Direct,0,None
G-102313,UK,Manchester,UK,Standard,2024-08-28,Nammos,,EN,28373,14,1,2025-08-12,Direct,0,Full
G-102314,UAE,Abu Dhabi,UAE,Platinum,2025-01-16,Nammos,vegan,AR,750472,473,1,2026-04-04,Direct,0,None
G-102315,Lebanon,Beirut,Lebanon,Standard,2025-09-15,Em Sherif,,AR,26481,14,1,2025-12-04,Direct,0,Partial
G-102316,USA,New York,USA,Standard,2025-10-31,AlphaMind,,EN,17108,6,1,2025-12-21,Direct,0,Full
G-102317,Lebanon,Beirut,Lebanon,Standard,2025-08-01,Nammos,,AR,11130,4,1,2026-04-06,Direct,0,None
G-102318,India,Bangalore,India,Gold,2025-11-07,Em Sherif,,EN,114587,63,1,2026-02-18,Digital,0,Full
G-102319,Qatar,Doha,Qatar,Gold,2025-01-27,Em Sherif,,AR,64387,24,1,2026-01-26,Direct,1,Full
G-102320,France,Cannes,France,Gold,2024-11-09,CE LA VI,,FR,50110,20,2,2025-04-08,Concierge,0,Full
G-102321,UK,Manchester,UK,Standard,2025-06-08,Nammos,,EN,13969,6,1,2025-12-06,Concierge,0,Full
G-102322,UK,Manchester,UK,Platinum,2025-05-24,AlphaMind,"halal,gluten-free",EN,441743,282,2,2026-02-28,Direct,0,None
G-102323,Saudi Arabia,Riyadh,Saudi Arabia,Standard,2024-10-21,CE LA VI,gluten-free,AR,29401,13,1,2025-12-26,Referral,0,Full
G-102324,UAE,Sharjah,UAE,Standard,2025-05-28,CE LA VI,,AR,3023,1,2,2026-03-11,Hotel partner,0,Full
G-102325,UK,London,UK,Platinum,2025-03-06,CE LA VI,pescatarian,EN,260639,148,2,2025-06-26,Direct,0,None
G-102326,UAE,Abu Dhabi,UAE,Platinum,2025-08-18,Nammos,,AR,416853,192,2,2025-12-07,Referral,0,None
G-102327,Lebanon,Beirut,Lebanon,Gold,2025-06-10,Em Sherif,,AR,132457,101,1,2025-10-31,Direct,0,Partial
G-102328,India,Delhi,India,Standard,2024-08-22,Nammos,,EN,2284,1,1,2026-01-16,Referral,0,Partial
G-102329,Russia,Saint Petersburg,Russia,Gold,2025-11-03,CE LA VI,,RU,145781,99,1,2026-02-22,Digital,0,Full
G-102330,UK,London,UK,Gold,2025-02-06,Nammos,,EN,67534,26,1,2025-10-11,Direct,0,Full
G-102331,UK,London,UK,Gold,2025-12-29,AlphaMind,,EN,35663,13,1,2026-04-01,Direct,0,Partial
