date,venue_id,covers_total,revenue_total_aed,food_revenue_aed,beverage_revenue_aed,food_cost_pct,labor_cost_pct,occupancy_pct,nps_score,events_count,events_revenue_aed,avg_satisfaction
2025-04-25,V-015,132,69849.02,52328.4,17520.61,0.3259,0.2709,0.5238,30,0,0.0,8.0
2025-02-06,V-015,125,57809.51,42978.96,14830.56,0.3065,0.2851,0.496,28,1,2563.62,7.94
2025-10-02,V-015,157,57826.86,42423.52,15403.39,0.3433,0.2888,0.623,25,0,0.0,7.75
2026-04-16,V-015,86,35390.53,25742.85,9647.65,0.3438,0.2753,0.3413,26,0,0.0,7.83
2025-05-18,V-015,153,68421.65,50800.58,17621.1,0.3474,0.3072,0.6071,16,1,2334.94,7.3
2026-04-12,V-015,97,40702.9,30347.38,10355.55,0.3325,0.2872,0.3849,25,1,1076.52,7.8
2026-01-29,V-015,146,63437.24,47222.99,16214.24,0.3201,0.2948,0.5794,28,1,4079.65,7.9
2025-01-11,V-015,102,70305.32,51513.52,18791.79,0.3077,0.2981,0.4048,25,0,0.0,7.75
2026-03-11,V-015,81,26478.97,19716.97,6762.01,0.3046,0.2843,0.3214,28,0,0.0,7.92
2025-10-26,V-015,118,58966.07,43523.84,15442.23,0.303,0.2999,0.4683,25,1,5332.09,7.8
2026-03-19,V-015,95,38170.99,28692.38,9478.59,0.3241,0.2919,0.377,21,1,3483.81,7.6
2025-11-16,V-015,115,67188.42,49736.52,17451.9,0.3363,0.278,0.4563,35,1,2131.56,8.25
2025-06-10,V-015,109,31324.53,23548.98,7775.54,0.3425,0.3022,0.4325,27,0,0.0,7.87
2025-11-29,V-015,112,71724.05,53020.53,18703.54,0.31,0.2916,0.4444,28,2,8037.03,7.94
2025-01-14,V-015,122,43900.77,32232.9,11667.88,0.3467,0.2621,0.4841,22,1,3949.04,7.65
2024-11-21,V-015,111,48786.07,36231.53,12554.57,0.3343,0.2992,0.4405,31,0,0.0,8.06
2026-01-28,V-015,86,30087.49,22016.33,8071.13,0.3086,0.2607,0.3413,23,0,0.0,7.67
2026-01-09,V-015,106,61827.65,46625.08,15202.57,0.3032,0.2705,0.4206,26,0,0.0,7.83
2026-03-12,V-015,164,59157.46,43783.59,15373.84,0.3099,0.2821,0.6508,16,1,3673.29,7.35
2025-06-11,V-015,116,39931.29,29232.33,10698.97,0.3093,0.2706,0.4603,24,0,0.0,7.71
2025-08-10,V-015,92,26281.39,19273.73,7007.65,0.3429,0.3019,0.3651,24,1,1182.14,7.73
2025-05-07,V-015,64,21947.56,16205.23,5742.31,0.324,0.2872,0.254,31,0,0.0,8.1
2025-04-17,V-015,70,25953.34,19455.24,6498.11,0.329,0.2892,0.2778,20,1,1326.28,7.5
2024-11-30,V-015,101,67761.18,49704.17,18056.98,0.3435,0.2744,0.4008,31,0,0.0,8.07
2025-06-13,V-015,92,44274.25,32752.89,11521.38,0.3124,0.2847,0.3651,26,0,0.0,7.83
2025-05-22,V-015,144,54294.64,40474.05,13820.58,0.3023,0.2602,0.5714,32,1,1142.97,8.13
2024-12-29,V-015,105,64817.89,47678.35,17139.58,0.3046,0.2816,0.4167,35,1,4111.53,8.27
2026-04-01,V-015,112,38777.67,29023.87,9753.77,0.3132,0.3095,0.4444,36,0,0.0,8.31
2025-10-27,V-015,135,40038.19,29388.73,10649.47,0.3233,0.3029,0.5357,29,0,0.0,7.95
2025-12-25,V-015,112,47841.22,35454.2,12387.01,0.3142,0.3004,0.4444,24,0,0.0,7.71
2025-02-17,V-015,186,64429.02,47878.68,16550.38,0.3328,0.2931,0.7381,20,1,1311.26,7.54
2026-02-20,V-015,114,68122.08,51152.17,16969.91,0.311,0.2791,0.4524,28,3,13006.7,7.94
2025-08-02,V-015,119,43633.07,32122.09,11511.01,0.3377,0.3052,0.4722,28,0,0.0,7.9
2025-09-26,V-015,119,56243.28,41899.45,14343.83,0.3322,0.2721,0.4722,21,0,0.0,7.58
2025-03-19,V-015,93,37327.27,28202.32,9124.94,0.301,0.2608,0.369,28,0,0.0,7.92
2025-12-07,V-015,55,44608.17,33527.79,11080.38,0.316,0.2612,0.2183,38,0,0.0,8.42
2025-05-19,V-015,76,22186.89,16691.52,5495.39,0.333,0.2893,0.3016,40,0,0.0,8.55
2025-10-05,V-015,102,46052.46,34483.18,11569.31,0.3477,0.2602,0.4048,30,0,0.0,8.0
2026-01-04,V-015,123,67034.98,49259.15,17775.87,0.349,0.3025,0.4881,15,0,0.0,7.28
2025-05-10,V-015,99,54969.66,41205.81,13763.86,0.3385,0.3088,0.3929,25,0,0.0,7.79
2024-12-03,V-015,140,50204.14,36500.94,13703.14,0.3417,0.2743,0.5556,16,0,0.0,7.35
2026-01-03,V-015,108,61044.04,45536.59,15507.46,0.3136,0.2973,0.4286,20,1,5898.2,7.53
2025-05-16,V-015,110,53775.4,39718.47,14056.94,0.3363,0.2621,0.4365,28,1,7972.13,7.94
2025-05-26,V-015,64,21182.04,15886.49,5295.57,0.3488,0.2938,0.254,15,0,0.0,7.3
2026-03-23,V-015,114,34396.99,25254.99,9141.99,0.3299,0.289,0.4524,30,0,0.0,8.0
2025-10-16,V-015,142,53561.19,39494.64,14066.59,0.3352,0.3005,0.5635,25,0,0.0,7.78
2026-04-08,V-015,142,50000.79,36866.1,13134.73,0.3234,0.2819,0.5635,32,0,0.0,8.14
2026-04-27,V-015,116,35695.67,26661.1,9034.58,0.3322,0.3057,0.4603,19,0,0.0,7.47
2025-10-30,V-015,122,48232.49,35876.1,12356.37,0.3152,0.2731,0.4841,20,0,0.0,7.53
2026-03-18,V-015,102,34222.26,25387.27,8835.02,0.3375,0.2894,0.4048,25,0,0.0,7.8
2025-12-31,V-015,97,36157.37,26466.98,9690.41,0.3445,0.2954,0.3849,28,1,1078.44,7.94
2025-06-08,V-015,151,70698.65,51934.5,18764.21,0.3372,0.2691,0.5992,22,0,0.0,7.62
2025-03-23,V-015,114,51699.03,37975.85,13723.19,0.3146,0.2685,0.4524,31,0,0.0,8.06
2025-04-21,V-015,50,15885.98,11718.32,4167.65,0.3066,0.3024,0.1984,35,0,0.0,8.25
2025-05-11,V-015,117,51256.42,38302.87,12953.55,0.3379,0.2683,0.4643,30,0,0.0,8.0
2025-02-12,V-015,121,48856.01,36065.24,12790.77,0.3273,0.2945,0.4802,35,0,0.0,8.27
2026-04-02,V-015,97,35860.94,26203.34,9657.56,0.3173,0.2633,0.3849,30,0,0.0,8.0
2025-04-19,V-015,137,76046.51,56977.42,19069.09,0.3386,0.2655,0.5437,32,0,0.0,8.11
2025-09-04,V-015,97,37170.7,27445.77,9724.93,0.305,0.3079,0.3849,23,0,0.0,7.67
2025-05-30,V-015,115,58727.95,42999.8,15728.17,0.3414,0.2722,0.4563,36,0,0.0,8.33
2025-07-16,V-015,124,25893.26,19232.62,6660.62,0.343,0.2973,0.4921,30,1,1957.52,8.0
2024-11-27,V-015,141,65179.04,47687.58,17491.49,0.3253,0.291,0.5595,30,0,0.0,8.0
2024-12-04,V-015,118,48311.9,36155.72,12156.19,0.3017,0.2771,0.4683,20,2,9354.1,7.53
2025-07-14,V-015,157,30564.34,22492.96,8071.4,0.3053,0.2916,0.623,30,0,0.0,8.05
2025-09-15,V-015,165,46507.74,34542.65,11965.08,0.3448,0.2801,0.6548,22,2,5700.13,7.64
2024-12-12,V-015,153,70278.74,51770.77,18507.96,0.3473,0.2951,0.6071,28,1,2009.4,7.91
2025-07-08,V-015,121,22647.1,16717.18,5929.91,0.3118,0.271,0.4802,21,1,1331.04,7.59
2025-11-20,V-015,138,58420.4,43309.53,15110.85,0.306,0.2953,0.5476,28,0,0.0,7.95
2025-09-29,V-015,145,41416.14,30818.58,10597.57,0.3104,0.2934,0.5754,22,1,1642.55,7.62
2025-04-16,V-015,112,38652.69,28296.0,10356.72,0.3213,0.2761,0.4444,24,0,0.0,7.71
2025-09-14,V-015,98,44491.23,33253.5,11237.74,0.3209,0.2939,0.3889,28,1,7177.1,7.92
2026-01-10,V-015,77,54380.91,39734.32,14646.59,0.3116,0.2673,0.3056,8,0,0.0,6.92
2024-12-28,V-015,116,66680.29,49711.86,16968.45,0.3215,0.292,0.4603,25,0,0.0,7.8
2025-01-17,V-015,75,43980.19,32781.6,11198.58,0.3045,0.2698,0.2976,23,0,0.0,7.67
2025-03-12,V-015,112,35648.69,26156.73,9491.92,0.3163,0.2628,0.4444,31,0,0.0,8.05
2025-11-04,V-015,98,33987.59,25456.38,8531.21,0.3372,0.2604,0.3889,28,1,2175.9,7.92
2025-10-12,V-015,126,56646.68,41461.34,15185.33,0.3403,0.2674,0.5,38,1,1872.94,8.44
2025-07-28,V-015,100,18834.87,13924.47,4910.39,0.3488,0.2772,0.3968,31,0,0.0,8.08
2025-04-28,V-015,108,29849.79,22124.74,7725.05,0.3122,0.2849,0.4286,38,0,0.0,8.43
2024-12-06,V-015,62,53169.83,40056.51,13113.31,0.3435,0.2646,0.246,39,0,0.0,8.45
2025-08-23,V-015,111,39505.31,29454.34,10050.98,0.3255,0.2786,0.4405,35,0,0.0,8.25
2026-03-27,V-015,110,52720.37,39165.31,13555.04,0.3085,0.2805,0.4365,32,0,0.0,8.12
2025-01-30,V-015,112,49797.76,36910.26,12887.5,0.3483,0.2835,0.4444,31,0,0.0,8.06
2024-12-24,V-015,137,50943.95,37478.08,13465.88,0.337,0.2646,0.5437,29,0,0.0,7.95
2026-02-02,V-015,100,34196.99,24950.12,9246.86,0.3365,0.3064,0.3968,35,0,0.0,8.25
2025-02-08,V-015,137,87452.04,64389.0,23063.05,0.3205,0.3,0.5437,28,0,0.0,7.9
2025-03-09,V-015,121,57333.24,42749.11,14584.13,0.3016,0.2741,0.4802,20,0,0.0,7.53
2024-12-20,V-015,119,76565.93,57094.38,19471.57,0.3022,0.2697,0.4722,32,1,6482.6,8.13
2026-04-30,V-015,113,43915.64,32344.7,11570.96,0.3303,0.2632,0.4484,30,0,0.0,8.0
2025-10-06,V-015,94,27505.69,20235.8,7269.91,0.3393,0.2657,0.373,17,0,0.0,7.36
2025-08-13,V-015,96,20053.41,14842.18,5211.24,0.3109,0.2619,0.381,25,0,0.0,7.76
2025-12-13,V-015,74,52026.66,38578.24,13448.39,0.3411,0.2691,0.2937,28,0,0.0,7.9
2026-04-03,V-015,124,58159.14,42795.26,15363.86,0.3342,0.2637,0.4921,27,0,0.0,7.88
2025-06-20,V-015,97,49064.79,36059.46,13005.33,0.3334,0.2951,0.3849,22,0,0.0,7.62
2024-12-14,V-015,121,79743.88,58983.4,20760.47,0.3333,0.2868,0.4802,28,1,1043.72,7.95
2025-12-24,V-015,115,46525.34,34596.52,11928.81,0.3211,0.283,0.4563,30,0,0.0,8.0
2025-11-02,V-015,89,49780.01,36591.13,13188.88,0.301,0.2633,0.3532,35,0,0.0,8.25
2026-04-11,V-015,121,69796.96,51387.25,18409.69,0.3253,0.268,0.4802,35,1,3741.69,8.29
2025-05-08,V-015,69,26576.38,19407.61,7168.77,0.3063,0.2613,0.2738,26,1,3257.81,7.83
2025-08-29,V-015,105,36256.96,27166.16,9090.79,0.3088,0.2697,0.4167,23,0,0.0,7.67
2025-05-02,V-015,92,49221.25,36286.61,12934.63,0.3116,0.2818,0.3651,30,0,0.0,8.0
2024-11-25,V-015,157,51581.27,38224.65,13356.6,0.3486,0.3019,0.623,33,2,7078.18,8.2
2024-11-05,V-015,163,57948.0,42436.34,15511.68,0.3318,0.3099,0.6468,21,0,0.0,7.59
2026-04-20,V-015,84,24668.78,18073.36,6595.41,0.3245,0.3052,0.3333,30,0,0.0,8.0
2025-06-09,V-015,133,37141.56,27241.38,9900.18,0.3022,0.2931,0.5278,19,0,0.0,7.47
2026-02-19,V-015,85,36867.1,27397.73,9469.37,0.3262,0.2784,0.3373,26,0,0.0,7.82
2025-08-11,V-015,81,16194.58,11977.77,4216.8,0.325,0.3073,0.3214,27,2,1727.52,7.88
2025-10-20,V-015,98,27310.55,20316.23,6994.32,0.3215,0.2737,0.3889,31,0,0.0,8.07
2025-10-31,V-015,91,42630.02,31376.53,11253.49,0.334,0.2851,0.3611,24,1,3468.99,7.73
2025-09-25,V-015,100,39523.58,29471.39,10052.21,0.3382,0.299,0.3968,31,1,3776.66,8.07
2025-11-27,V-015,126,59959.33,45021.92,14937.43,0.3194,0.2997,0.5,27,0,0.0,7.89
2026-03-21,V-015,137,70363.7,52280.24,18083.46,0.3191,0.2803,0.5437,21,1,5015.04,7.6
2025-02-16,V-015,142,79239.38,59312.44,19926.95,0.329,0.2897,0.5635,32,0,0.0,8.11
2025-11-28,V-015,114,65351.52,48152.7,17198.82,0.3322,0.2687,0.4524,38,1,3653.99,8.43
2026-03-10,V-015,106,32448.47,23932.62,8515.89,0.3328,0.2696,0.4206,23,0,0.0,7.69
2024-12-27,V-015,106,66935.56,49538.5,17397.06,0.3266,0.2659,0.4206,38,0,0.0,8.4
2025-05-29,V-015,76,24873.66,18315.28,6558.38,0.3424,0.2728,0.3016,38,0,0.0,8.42
2025-10-15,V-015,135,44936.84,33237.75,11699.08,0.3099,0.2734,0.5357,28,0,0.0,7.94
2025-07-07,V-015,64,12958.42,9673.63,3284.79,0.3034,0.2997,0.254,31,2,2126.98,8.09
2025-01-25,V-015,119,78236.37,57786.61,20449.76,0.3155,0.2898,0.4722,23,0,0.0,7.67
2026-01-13,V-015,105,37051.3,27258.88,9792.4,0.3013,0.3027,0.4167,25,0,0.0,7.75
2025-05-17,V-015,152,79564.52,58855.47,20709.06,0.3092,0.2743,0.6032,22,0,0.0,7.64
2026-03-25,V-015,112,37688.85,27961.81,9727.02,0.3227,0.2685,0.4444,35,0,0.0,8.25
2025-01-03,V-015,107,65117.55,48133.12,16984.44,0.3259,0.3046,0.4246,32,0,0.0,8.14
2025-01-19,V-015,139,74762.97,55317.74,19445.23,0.3328,0.2957,0.5516,25,0,0.0,7.77
2025-05-20,V-015,97,27697.24,20392.18,7305.09,0.3053,0.293,0.3849,16,0,0.0,7.31
2026-01-01,V-015,146,63400.36,45845.47,17554.92,0.3064,0.2864,0.5794,29,1,2334.13,7.95
2025-09-30,V-015,125,37866.27,28062.76,9803.53,0.3332,0.2837,0.496,28,0,0.0,7.94
2025-06-18,V-015,156,59051.42,43724.59,15326.79,0.3109,0.2735,0.619,28,0,0.0,7.95
2024-11-17,V-015,98,51966.75,38408.47,13558.27,0.3322,0.2605,0.3889,27,0,0.0,7.86
2025-04-04,V-015,102,53395.82,39692.47,13703.3,0.3031,0.2789,0.4048,23,1,3825.36,7.69
2025-05-25,V-015,83,40561.81,30065.01,10496.79,0.327,0.3067,0.3294,28,0,0.0,7.91
2025-12-11,V-015,127,58692.63,43488.73,15203.9,0.3195,0.2922,0.504,26,0,0.0,7.84
2024-11-23,V-015,119,73151.16,54029.37,19121.79,0.3183,0.2795,0.4722,20,1,7971.95,7.53
2025-02-24,V-015,118,44888.94,33073.66,11815.3,0.3231,0.3009,0.4683,32,0,0.0,8.14
2025-11-15,V-015,58,37648.61,27518.28,10130.33,0.3295,0.2876,0.2302,20,1,4311.49,7.5
2026-04-06,V-015,73,18942.23,13977.28,4964.96,0.3123,0.2869,0.2897,40,0,0.0,8.5
2025-11-17,V-015,135,47363.79,35145.3,12218.49,0.3481,0.2685,0.5357,22,1,2529.46,7.62
2024-12-15,V-015,122,67219.92,49842.33,17377.59,0.3197,0.3049,0.4841,28,0,0.0,7.94
2026-03-03,V-015,123,37366.76,27570.2,9796.55,0.3176,0.2698,0.4881,26,0,0.0,7.81
2026-04-23,V-015,85,34731.95,25847.59,8884.34,0.3222,0.3001,0.3373,24,0,0.0,7.73
2026-04-09,V-015,62,24656.24,18424.47,6231.76,0.3144,0.2637,0.246,14,1,1153.78,7.2
2025-07-23,V-015,85,20038.49,14622.53,5415.96,0.3006,0.2983,0.3373,25,0,0.0,7.77
2026-01-19,V-015,136,51031.24,37599.21,13432.01,0.3396,0.2851,0.5397,25,0,0.0,7.78
2026-03-04,V-015,90,29780.04,22149.29,7630.75,0.3235,0.3075,0.3571,28,0,0.0,7.93
2026-02-16,V-015,151,53722.7,39852.52,13870.16,0.3368,0.2922,0.5992,30,2,2717.6,8.04
2025-12-19,V-015,76,49903.33,36628.05,13275.28,0.3347,0.263,0.3016,25,1,3038.28,7.79
2025-06-02,V-015,71,22966.91,17057.33,5909.6,0.3441,0.2904,0.2817,40,0,0.0,8.55
2024-12-02,V-015,114,41873.37,30966.62,10906.77,0.3003,0.2846,0.4524,28,0,0.0,7.94
2026-02-25,V-015,124,47670.24,35294.26,12375.94,0.3187,0.2645,0.4921,20,0,0.0,7.5
2026-02-05,V-015,96,44034.14,32546.38,11487.75,0.3219,0.2995,0.381,41,0,0.0,8.57
2025-06-19,V-015,109,43030.02,32417.07,10612.95,0.3441,0.2965,0.4325,22,0,0.0,7.61
2025-07-20,V-015,91,26751.32,19759.47,6991.85,0.3124,0.3089,0.3611,40,0,0.0,8.54
2025-10-23,V-015,115,45494.35,33194.33,12300.01,0.3385,0.3003,0.4563,30,0,0.0,8.0
2025-12-04,V-015,138,61902.8,45833.96,16068.87,0.3439,0.3093,0.5476,23,0,0.0,7.67
2025-10-29,V-015,90,30916.81,22716.51,8200.27,0.3376,0.2805,0.3571,23,0,0.0,7.67
2026-01-25,V-015,89,52175.1,39142.74,13032.39,0.3473,0.2888,0.3532,28,1,1775.86,7.93
2025-01-31,V-015,79,41398.62,30981.33,10417.27,0.3288,0.3082,0.3135,35,0,0.0,8.27
2026-01-15,V-015,109,46966.0,34072.38,12893.62,0.3011,0.2906,0.4325,32,0,0.0,8.11
2026-04-04,V-015,85,47537.52,35284.05,12253.46,0.3444,0.28,0.3373,31,0,0.0,8.09
2025-12-18,V-015,78,36684.74,27362.71,9322.03,0.3249,0.2633,0.3095,15,0,0.0,7.27
2024-11-14,V-015,137,65191.83,47980.69,17211.17,0.3418,0.2836,0.5437,23,0,0.0,7.68
2025-03-30,V-015,91,40586.18,30553.98,10032.22,0.3185,0.2951,0.3611,26,0,0.0,7.83
2025-11-07,V-015,102,61740.23,45227.32,16512.9,0.343,0.2743,0.4048,26,0,0.0,7.82
2025-02-07,V-015,76,44253.92,32837.38,11416.54,0.3104,0.2967,0.3016,34,0,0.0,8.23
2025-04-23,V-015,126,45029.19,33713.79,11315.39,0.3033,0.2802,0.5,13,0,0.0,7.19
2024-11-29,V-015,111,64046.75,47291.45,16755.32,0.3121,0.2819,0.4405,31,0,0.0,8.07
2025-12-10,V-015,115,44337.73,33198.62,11139.15,0.3272,0.2818,0.4563,26,0,0.0,7.82
2026-02-04,V-015,71,26740.72,19983.46,6757.29,0.3469,0.3099,0.2817,24,2,4972.28,7.7
2024-11-06,V-015,114,49080.12,36930.12,12150.0,0.3293,0.2991,0.4524,25,0,0.0,7.78
2024-12-31,V-015,114,38077.84,28193.3,9884.52,0.3295,0.2947,0.4524,30,0,0.0,8.0
2025-03-02,V-015,130,54937.03,40395.97,14541.07,0.3054,0.3022,0.5159,26,0,0.0,7.82
2025-09-03,V-015,126,43603.88,32525.09,11078.82,0.3415,0.3029,0.5,30,0,0.0,8.0
2024-11-07,V-015,134,61330.55,45319.11,16011.44,0.3432,0.2706,0.5317,26,0,0.0,7.84
2025-07-24,V-015,108,30315.68,22500.16,7815.53,0.3396,0.2961,0.4286,28,0,0.0,7.93
2025-08-25,V-015,95,19639.78,14419.81,5219.95,0.3121,0.2793,0.377,28,0,0.0,7.94
2026-03-29,V-015,112,52327.1,38350.6,13976.52,0.3361,0.2763,0.4444,22,0,0.0,7.61
2025-07-30,V-015,167,34738.31,25544.25,9194.07,0.3078,0.2804,0.6627,26,0,0.0,7.81
2025-04-24,V-015,121,42045.78,30960.76,11085.04,0.3118,0.2989,0.4802,26,1,1158.67,7.82
2025-02-02,V-015,131,71644.23,52524.33,19119.91,0.3269,0.2734,0.5198,31,2,3993.67,8.05
2025-01-29,V-015,59,24529.12,18046.31,6482.79,0.3042,0.2667,0.2341,27,0,0.0,7.88
2024-12-13,V-015,126,71851.83,53065.6,18786.24,0.3134,0.2714,0.5,21,0,0.0,7.56
2025-07-03,V-015,107,28909.0,21130.59,7778.44,0.3331,0.2851,0.4246,37,0,0.0,8.36
2025-06-26,V-015,96,36182.3,26479.52,9702.75,0.3483,0.2939,0.381,23,0,0.0,7.67
2025-01-28,V-015,93,35322.72,26120.87,9201.82,0.3297,0.2606,0.369,28,0,0.0,7.93
2025-12-26,V-015,116,67881.29,51044.0,16837.29,0.3137,0.2763,0.4603,30,0,0.0,8.0
2025-01-05,V-015,122,66856.1,49350.98,17505.13,0.3424,0.2785,0.4841,30,0,0.0,8.0
2025-07-29,V-015,146,25812.67,19181.44,6631.21,0.3068,0.2917,0.5794,20,0,0.0,7.5
2026-01-16,V-015,146,78720.16,58173.16,20547.02,0.3116,0.3084,0.5794,29,0,0.0,7.95
2026-01-20,V-015,94,35315.7,26110.07,9205.63,0.3099,0.281,0.373,23,1,3163.53,7.69
2026-01-24,V-015,124,75601.54,55592.97,20008.55,0.3072,0.2628,0.4921,30,0,0.0,8.0
2025-02-27,V-015,63,25396.06,18557.38,6838.66,0.3168,0.2801,0.25,22,1,4296.07,7.64
2025-05-05,V-015,80,25362.66,18824.71,6537.96,0.3125,0.3045,0.3175,30,1,2050.25,8.0
2024-12-08,V-015,109,80023.99,59765.17,20258.83,0.3215,0.3061,0.4325,27,2,8441.18,7.88
2026-02-23,V-015,83,30565.09,22680.83,7884.24,0.3071,0.2888,0.3294,33,0,0.0,8.15
2024-11-24,V-015,116,64986.51,47652.73,17333.75,0.3076,0.2906,0.4603,35,0,0.0,8.28
2025-04-13,V-015,146,66658.77,49483.74,17175.02,0.3124,0.3047,0.5794,34,1,1962.2,8.24
2025-09-16,V-015,103,29465.61,21897.69,7567.96,0.3026,0.3015,0.4087,22,0,0.0,7.62
2025-11-11,V-015,117,44314.36,32750.41,11563.94,0.3297,0.3088,0.4643,36,0,0.0,8.31
2026-02-06,V-015,112,75146.68,55815.69,19331.0,0.3321,0.285,0.4444,26,0,0.0,7.82
2026-02-24,V-015,86,31508.8,23043.27,8465.51,0.3374,0.303,0.3413,31,0,0.0,8.08
2025-08-03,V-015,113,33071.91,24455.89,8616.01,0.3352,0.2768,0.4484,30,0,0.0,8.0
2024-11-18,V-015,115,41086.06,30668.56,10417.5,0.3469,0.302,0.4563,22,1,4498.46,7.65
2025-04-08,V-015,70,23010.02,17190.64,5819.39,0.3365,0.2844,0.2778,20,0,0.0,7.5
2025-02-21,V-015,71,45431.46,33544.69,11886.78,0.3049,0.2914,0.2817,20,1,7785.32,7.55
2025-03-16,V-015,117,49973.45,37103.63,12869.83,0.333,0.2872,0.4643,31,0,0.0,8.06
2026-01-27,V-015,158,58988.98,43844.49,15144.5,0.3103,0.2829,0.627,28,1,3277.19,7.9
2026-04-26,V-015,71,31163.32,23224.5,7938.82,0.3002,0.2726,0.2817,23,0,0.0,7.67
2026-04-05,V-015,70,33238.48,24508.93,8729.55,0.3399,0.3001,0.2778,37,0,0.0,8.38
2025-02-14,V-015,64,37687.13,28323.63,9363.5,0.3493,0.3062,0.254,26,0,0.0,7.82
2025-12-23,V-015,124,46313.77,34622.67,11691.1,0.3004,0.2821,0.4921,35,0,0.0,8.29
2025-06-29,V-015,113,53782.42,39803.91,13978.5,0.348,0.2819,0.4484,25,0,0.0,7.8
2026-02-12,V-015,108,45614.24,33706.83,11907.4,0.333,0.2723,0.4286,33,1,2174.44,8.19
2026-04-22,V-015,99,34891.89,26003.03,8888.88,0.323,0.3053,0.3929,22,0,0.0,7.64
2024-12-19,V-015,191,87603.34,65190.21,22413.13,0.3492,0.3049,0.7579,30,1,4495.99,8.04
2025-08-05,V-015,105,19450.69,14365.16,5085.55,0.3108,0.3007,0.4167,32,3,2845.32,8.11
2025-06-17,V-015,139,41990.26,31424.04,10566.21,0.3266,0.2641,0.5516,33,0,0.0,8.15
2025-09-01,V-015,78,23260.54,17140.27,6120.24,0.3309,0.2842,0.3095,23,1,1803.82,7.69
2025-08-22,V-015,110,35428.98,25849.23,9579.75,0.3239,0.281,0.4365,20,0,0.0,7.5
2024-11-22,V-015,168,97177.96,71454.1,25723.86,0.3008,0.2959,0.6667,22,0,0.0,7.64
2024-12-16,V-015,59,22320.19,16747.11,5573.08,0.3128,0.3042,0.2341,26,0,0.0,7.82
2026-02-11,V-015,93,38723.63,28362.41,10361.21,0.3341,0.293,0.369,23,1,1309.21,7.69
2025-03-25,V-015,85,27084.59,20166.19,6918.38,0.3018,0.277,0.3373,26,1,2306.42,7.85
2025-08-30,V-015,123,41693.06,30975.38,10717.72,0.3421,0.2632,0.4881,18,0,0.0,7.44
2025-09-27,V-015,90,48924.89,36171.94,12752.93,0.3318,0.2855,0.3571,24,0,0.0,7.73
2025-08-15,V-015,57,18329.77,13373.45,4956.31,0.336,0.2926,0.2262,24,0,0.0,7.7
2025-01-07,V-015,89,33270.7,24516.64,8754.07,0.3199,0.2904,0.3532,25,0,0.0,7.77
2024-11-28,V-015,111,47469.6,34966.86,12502.74,0.3128,0.3095,0.4405,18,0,0.0,7.41
2025-08-27,V-015,72,17470.19,12952.6,4517.59,0.3225,0.2691,0.2857,26,0,0.0,7.85
2026-03-26,V-015,91,37900.26,28100.1,9800.21,0.3205,0.3089,0.3611,22,0,0.0,7.64
2025-06-23,V-015,92,28169.58,20719.71,7449.87,0.3227,0.3097,0.3651,30,1,1463.44,8.0
2025-08-31,V-015,69,19544.32,14539.43,5004.89,0.3305,0.2731,0.2738,30,1,2179.84,8.0
2025-12-22,V-015,100,35438.66,26273.28,9165.36,0.3357,0.2972,0.3968,16,0,0.0,7.33
2025-03-07,V-015,79,42119.11,31171.46,10947.63,0.3136,0.2987,0.3135,25,1,3779.31,7.75
2026-02-21,V-015,72,46360.35,33930.22,12430.16,0.3475,0.2866,0.2857,20,0,0.0,7.5
2026-03-22,V-015,103,49992.76,36885.07,13107.67,0.3189,0.2696,0.4087,30,0,0.0,8.0
2026-04-13,V-015,113,33265.51,24761.34,8504.14,0.3155,0.2698,0.4484,31,0,0.0,8.08
2025-09-06,V-015,71,41318.75,30554.92,10763.82,0.3077,0.2808,0.2817,38,1,7439.47,8.4
2025-06-27,V-015,76,36336.73,27088.38,9248.36,0.3265,0.2904,0.3016,31,0,0.0,8.09
2025-09-19,V-015,102,54708.8,40598.14,14110.69,0.3361,0.2854,0.4048,26,0,0.0,7.83
2026-03-14,V-015,143,75223.0,55744.32,19478.73,0.333,0.2884,0.5675,26,0,0.0,7.84
2025-10-04,V-015,87,45049.29,33216.44,11832.84,0.335,0.3014,0.3452,17,1,5991.83,7.38
2025-09-10,V-015,107,37890.13,27969.43,9920.74,0.3446,0.2825,0.4246,18,0,0.0,7.44
2025-07-27,V-015,53,14780.35,11101.62,3678.71,0.3131,0.2975,0.2103,30,0,0.0,8.0
2025-06-22,V-015,34,15229.24,11109.44,4119.79,0.3002,0.2956,0.1349,30,0,0.0,8.0
2026-04-10,V-015,153,73532.64,54606.78,18925.85,0.3066,0.2964,0.6071,30,0,0.0,8.05
2025-05-14,V-015,120,39320.28,29007.77,10312.49,0.3255,0.3026,0.4762,31,1,2041.03,8.06
2025-02-22,V-015,84,57374.34,43122.16,14252.17,0.3371,0.2899,0.3333,28,0,0.0,7.92
2025-04-20,V-015,98,45401.25,33827.71,11573.58,0.3376,0.2797,0.3889,27,0,0.0,7.87
2025-11-05,V-015,66,29222.2,21410.88,7811.32,0.3337,0.2863,0.2619,18,0,0.0,7.4
2025-01-09,V-015,129,65101.42,47961.98,17139.48,0.3499,0.3062,0.5119,31,0,0.0,8.05
2025-10-21,V-015,114,32103.26,23657.57,8445.67,0.3113,0.2798,0.4524,24,0,0.0,7.71
